time,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,twist_y
0.0,259.472504,89.593277,466.973206,0.6763911791872973,-0.22947444253756485,-0.20908727196328328,0.6679213768420976,0.4262778116956796,-6.2587919900023525,29.943077103232028,-0.06888867065328462,0.21054631313471026,0.12362465092694011,0.21054631313471026
0.033333,259.053009,89.638031,467.901611,0.6754791920004095,-0.23302355218402007,-0.20700596084556314,0.6682637334738587,-0.8711042412615031,-5.678327240019003,30.066475825683032,-0.1859713749584308,0.24802639766293713,0.07585435182265206,0.24802639766293713
0.066666,258.591705,89.61235,468.813904,0.674958118073342,-0.23970636074399895,-0.20705298850964773,0.6664093782465731,-3.018453437410739,-5.879724519957854,30.401204582111575,-0.42969100128559357,0.32588788940031893,0.046522795573603615,0.32588788940031893
0.099999,258.147491,89.534767,469.764709,0.6732360326106674,-0.2502416897853349,-0.20883928753642952,0.6637156718575394,-4.833582013136407,-7.19767657719537,30.024896935187712,-0.618432708354626,0.3727322678122374,0.0573750450320049,0.3727322678122374
0.133332,257.732391,89.413254,470.701385,0.6711099079011663,-0.2622240181726074,-0.2118871005956165,0.6602680610263405,-5.897905355437328,-7.972348165429262,27.71790099858358,-0.6229871133658589,0.3400612224144144,0.031344919889682035,0.3400612224144144
0.166665,257.378998,89.280968,471.552612,0.6695212499912246,-0.27189039674504484,-0.21467496691316665,0.6570628330295673,-6.306910830353847,-8.956827121960472,24.6185749671818,-0.4602405005511826,0.2570423203566918,0.026787973559122033,0.2570423203566918
0.199998,257.111206,89.135513,472.363892,0.6682135167385764,-0.278325398063887,-0.215995012468219,0.6552646972249434,-6.918245165616519,-10.644220400516183,22.113793868024025,-0.36438259432649767,0.19481034275187753,0.11119796726973119,0.19481034275187753
0.233331,256.929688,88.962379,473.160797,0.6651117206150781,-0.28506082788143605,-0.2172620956445516,0.6551060260020041,-7.84155613257122,-11.932776185090535,20.823524937124578,-0.3404005359108881,0.20709940703431193,0.18871063593168985,0.20709940703431193
0.266664,256.761505,88.763023,473.967712,0.6623594718323623,-0.2917615948368906,-0.21704410891304873,0.6550167605781768,-7.413866923243876,-12.450838260070563,20.84803877685216,-0.2403500389666982,0.23064569570976648,0.18750495135205017,0.23064569570976648
0.299997,256.590393,88.636436,474.786713,0.6603560881040984,-0.29676279888507673,-0.21559631142900934,0.6552708665887361,-6.884673692069613,-12.405490121419177,19.59820553468713,-0.18022072621548432,0.22874812081726878,0.1724549262481651,0.22874812081726878
0.33333,256.469086,88.478867,475.52829,0.6584534183266566,-0.3019639908924334,-0.21423934104448952,0.6552544153587051,-6.274303269587059,-11.997337073182454,16.845816301771112,-0.18496272112315532,0.18891038789551673,0.1693736472355181,0.18891038789551673
