time,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,twist_y
0.0,-287.536011,92.46843,338.071991,0.5147701217722953,0.4644103862919342,0.5499811150084104,0.46567745056940263,-0.012310616107772326,0.010740255056488172,0.08626466960062384,-0.001588090967304818,3.834349435785081e-08,1.0465058193144408e-06,3.834349435785081e-08
0.033333,-287.533112,92.46817,338.072296,0.5147824050944334,0.46439677053079004,0.5499687815320508,0.465692016536589,-0.023040171558890814,-0.021923821271596235,0.26884228987709324,-0.005207657805631275,-0.0014847312310448868,0.0010129636077453553,-0.0014847312310448868
0.066666,-287.518097,92.467323,338.070099,0.5148622227442232,0.4643626382476831,0.5498591129760971,0.46576731064735444,-0.008989817862067883,-0.12668507177652252,0.4271007952398025,-0.00916839716544135,-0.003093713207682457,0.0027563815144323123,-0.003093713207682457
0.099999,-287.504913,92.467407,338.062988,0.5149382264571668,0.464337973380516,0.5497306776806946,0.46585947605125183,0.027976235622632167,-0.25746215166537023,0.3573231581022075,-0.00852707657033555,-0.0027245654125466,0.004113101666505962,-0.0027245654125466
0.133332,-287.494904,92.467667,338.052002,0.5149802601173795,0.4643339552157335,0.5496162752028074,0.46595199297281836,0.060491357303179435,-0.34821369660055695,0.2324934017924572,-0.004771579235504295,-0.0021937510453613166,0.005407158653473343,-0.0021937510453613166
0.166665,-287.490295,92.468803,338.03891,0.5149682906369576,0.4643892012347898,0.5495352228400884,0.466005759914036,0.09981928835379292,-0.39247637323094864,0.08775595700683027,-0.0007033427451673335,-0.002017522160304353,0.006433051017198135,-0.002017522160304353
0.199998,-287.490112,92.47094,338.024994,0.5149281765031868,0.46447105908772635,0.5494711376124671,0.46604407221194216,0.12196948338146325,-0.4090488451522779,0.006603910374173556,0.0010127443070946794,-0.0015969460472403715,0.006987561905825251,-0.0015969460472403715
0.233331,-287.490997,92.473213,338.010803,0.5148733103169462,0.4645593725630229,0.5494153619812921,0.46608242158022456,0.12620039100687713,-0.4527058542030835,-0.001975232485973911,0.0006970151597611907,-0.0013603942607882053,0.00785178328092661,-0.0013603942607882053
0.266664,-287.491486,92.475227,337.993988,0.5148203108277536,0.4646479501073103,0.5493370313706724,0.4661449945941138,0.13265684580639409,-0.5232629060043634,0.030221405678515938,-0.0018512110570244207,-0.001891491546279564,0.008833906604766304,-0.001891491546279564
0.299997,-287.490387,92.477379,337.975006,0.5147993539189023,0.46471875115633426,0.5492173162208074,0.46623861604503725,0.14752055751150855,-0.5741103277849546,0.07856694541243056,-0.006580133297912083,-0.0032978335809548697,0.009329254672852443,-0.0032978335809548697
0.33333,-287.487793,92.480042,337.95459,0.514837619810967,0.4647570734157937,0.5490336566304082,0.46637445451526144,0.15472000144330847,-0.5884453844968427,0.11803018671961803,-0.011998869707180043,-0.004694051702303007,0.00955398725799246,-0.004694051702303007
0.366663,-287.4841,92.482643,337.934509,0.5149226105504505,0.46476064819506646,0.5488022129480619,0.46654943585489517,0.14305506614529567,-0.575141252609276,0.14849873287886012,-0.015794112422875164,-0.0046260491440797535,0.01064206159884995,-0.0046260491440797535
0.399996,-287.479401,92.484734,337.915009,0.5150014172044931,0.46475259669969965,0.548543759256843,0.4667743655328777,0.12678689688052322,-0.5331121355521938,0.17336512654372996,-0.015871752034540308,-0.003444316533573611,0.012808087288601878,-0.003444316533573611
0.433329,-287.473907,92.486702,337.897797,0.5150321884727542,0.46477596788745057,0.5482977219493631,0.4670061590775732,0.1174524919080462,-0.4597460860826951,0.2384760590094259,-0.013489420422216642,-0.0025578314510482664,0.014883599221386018,-0.0025578314510482664
0.466662,-287.464691,92.488983,337.883087,0.5150254602250538,0.464832852488808,0.5480592798705027,0.4672367925526795,0.1173638109247538,-0.3900833357094386,0.32336103204181726,-0.011649117788898556,-0.0023174593611484428,0.015366450319092794,-0.0023174593611484428
0.499995,-287.4534,92.49176,337.8703,0.515015700505704,0.4648928017958539,0.5478384218699032,0.46744686820441295,0.11279040758726099,-0.3143681076350478,0.3869233521388005,-0.010353538250716377,-0.0016161279925770437,0.01318357373244764,-0.0016161279925770437
0.533328,-287.439789,92.494553,337.860504,0.5150100037487544,0.4649210489772445,0.547665926027969,0.4676271460517812,0.08725481190531173,-0.2404661495326733,0.4512035070681832,-0.009386817083622415,0.0005489384733123079,0.01159943945047959,0.0005489384733123079
0.5666610000000001,-287.424011,92.496437,337.852692,0.5149703439370698,0.464934855436925,0.547521770487055,0.4678258606660197,0.04892633702840621,-0.20535384240686283,0.5252695362272798,-0.008066829754776723,0.0039160168992182776,0.013681157036185202,0.0039160168992182776
0.599994,-287.405304,92.497177,337.845398,0.5148501993716487,0.464971192979855,0.5473953178661812,0.46806989636596635,0.029389890790745315,-0.17694786063178877,0.5869649006045131,-0.006001725721636834,0.005188024726310943,0.01643448715131895,0.005188024726310943
0.633327,-287.385315,92.498169,337.839508,0.5147122869275326,0.4650507805399719,0.5472624475941503,0.4682978183359946,0.061509319699530315,-0.09475025644339186,0.6189429187783997,-0.0020934545789711833,0.002650289483033445,0.015860272531240196,0.002650289483033445
0.66666,-287.36441,92.501823,337.837311,0.5145867389610105,0.465183235313,0.547162261625614,0.46842129020994133,0.06109327320096291,0.02416830044518749,0.61434026995955,0.0026215242330977725,-8.596143934244823e-05,0.013120474162247571,-8.596143934244823e-05
0.6999930000000001,-287.344513,92.503799,337.839294,0.5144683475905785,0.4653363908762904,0.5470984637642056,0.4684737277590858,4.259966720471242e-05,0.1476759870107516,0.5605566932989858,0.004952162903192724,-0.0013518215693364092,0.010391317225459051,-0.0013518215693364092
0.733326,-287.326813,92.504349,337.845886,0.5143723143377575,0.4654787719034076,0.5470552338678253,0.4684882135635154,-0.06574940106847471,0.2793953476053801,0.4779330285557582,0.0056889629309799464,-0.0017624900620440286,0.0081599724226408,-0.0017624900620440286
0.766659,-287.312012,92.502907,337.8573,0.5142847921996728,0.4656102530774238,0.5470304774819498,0.468482551913288,-0.10693272795813173,0.40899681210218486,0.3902791718318443,0.005713586246543858,-0.0018066851225031356,0.00674914092175189,-0.0018066851225031356
0.799992,-287.299805,92.501633,337.872986,0.5142111891781886,0.4657279973004456,0.5470087390833399,0.4684716905224091,-0.10744219628006023,0.5376399937306798,0.29955512679306273,0.004216710713475108,-0.0022429173060945,0.005911823931243541,-0.0022429173060945
0.8333250000000001,-287.290802,92.501038,337.893097,0.5141679128584749,0.4658253472352074,0.5469661057761263,0.4684721788879869,-0.113487996437701,0.6961232832622768,0.21238057358831264,-0.001517299845482698,-0.003813545953464686,0.005089619278360139,-0.003813545953464686
0.866658,-287.284088,92.500504,337.919495,0.514224797619396,0.46585433519675906,0.5468406551342573,0.46852736716654353,-0.1347712941078075,0.871441626048259,0.15097164326116608,-0.008684482616367931,-0.0053485946463781835,0.004362630481341999,-0.0053485946463781835
0.899991,-287.278809,92.49984,337.951508,0.5143321217365352,0.46583953590081584,0.5466710465088066,0.4686221956445007,-0.15839781831481187,0.9821500138594209,0.11443489352580914,-0.01216272886187769,-0.006057736132820044,0.0035494922885369647,-0.006057736132820044
0.933324,-287.274292,92.498589,337.985504,0.5144685955568935,0.46580511680903885,0.5464916919940743,0.4687157858678212,-0.17800794101439318,1.01934183953363,0.08614095963397797,-0.013884941793036593,-0.006622959688760563,0.0013642656305090388,-0.006622959688760563
0.9666570000000001,-287.270813,92.496872,338.020203,0.5146470358246331,0.4657297499719951,0.5463193505769004,0.46879568651297904,-0.21465315092909348,1.0668734690229233,0.058429477379447994,-0.016168905939989583,-0.00570214531366744,-0.004213440745369976,-0.00570214531366744
0.99999,-287.268005,92.493538,338.057709,0.5148892744398263,0.4655401101795659,0.5462066121476503,0.46884941903239385,-0.2677996901163388,1.1224730460852335,0.03190017090254182,-0.017383195085488017,-0.0036947006357704306,-0.010874539290381843,-0.0036947006357704306
1.033323,-287.266113,92.488739,338.096588,0.5151539964938446,0.4652911516135571,0.5461530144564241,0.46886819995251433,-0.2834909572606563,1.1103591601678335,-0.00984179508777034,-0.016419310909487287,-0.004015085183880303,-0.011855793987843444,-0.004015085183880303
1.066656,-287.266113,92.484207,338.133514,0.5154023244846961,0.4651050882425534,0.546064939246025,0.4688824830732043,-0.2697492917401094,1.0586625973551025,-0.03630468678597504,-0.014184756266053852,-0.004163618928423358,-0.009465411568562697,-0.004163618928423358
1.099989,-287.266144,92.479843,338.168915,0.515597640275368,0.4649402520636066,0.5460065418267588,0.4688992339894425,-0.24318007250077966,1.003911983099424,-0.03445066036973608,-0.011327253088707622,-0.0027918234336065297,-0.007948530151633543,-0.0027918234336065297
1.1333220000000002,-287.266205,92.476624,338.201996,0.5157529246073735,0.464809391513823,0.5459631070988611,0.46890877151792354,-0.19541594884357089,0.9297884639390354,-0.030139397706227353,-0.008696266992976483,-0.0028588829477573696,-0.0065490263704404755,-0.0028588829477573696
1.166655,-287.266205,92.474808,338.232086,0.5158867694732173,0.46471625455765675,0.5459229406050345,0.46890061500657343,-0.14811483562925862,0.803386709474796,-0.028863345531487075,-0.004752078087618824,-0.002325731140257403,-0.005197441666593112,-0.002325731140257403
1.199988,-287.26651,92.473648,338.256409,0.5159500987893096,0.464669451142249,0.5459293555027105,0.4688698492490828,-0.1219704548588256,0.6764446410759372,-0.0322001265399132,-0.0007119635427587092,-0.0010910873502733539,-0.004215532597013059,-0.0010910873502733539
1.2333210000000001,-287.266998,92.472473,338.277893,0.5159835365025455,0.46464435110447405,0.5459583430823437,0.4688241724397436,-0.10880889370384499,0.606536928073879,-0.03285230941688359,0.0011509918895613298,-0.0005980511442441295,-0.003653237095422598,-0.0005980511442441295
1.266654,-287.267487,92.471588,338.297485,0.5160002463159774,0.4646321103056806,0.5459936378748649,0.46877680752668605,-0.09689971561394153,0.5540867141024092,-0.03166896199456317,0.001613898880636231,-0.000344892955273457,-0.0026027819811481286,-0.000344892955273457
1.299987,-287.268005,92.470757,338.315399,0.516005488998797,0.4646301300273693,0.546017940757927,0.46874469166523414,-0.10206915626542966,0.5007178852196987,-0.033815074423803465,0.0013892195942210046,-0.0002808264407729257,-0.0016457375850432077,-0.0002808264407729257
