-1.350027000000000088e+00,-1.400177999999999923e+00,7.843360000000000332e-01,-9.941000000000000184e-03,2.114200000000000107e-02,9.695150000000000157e-01,2.439169999999999949e-01,-1.544729999999999992e-01,-1.426379999999999870e-01,1.109699999999999923e-02,2.605239999999999778e-01,-1.827570000000000028e-01,1.022079999999999933e-01,1.111499999999999988e-02,1.546100000000000078e-02,-4.022999999999999667e-03,7.145010000000000527e-01,-9.682200000000000528e-02,9.966099999999999959e-02,2.160799999999999874e-02,1.404700000000000046e-02,8.256099999999999550e-02,1.006969999999999948e-01,1.802310000000000023e-01,-2.102580000000000005e-01,7.526639999999999997e-01,7.814119999999999955e-01,9.614999999999999936e-02,8.084299999999999820e-02,1.401570000000000038e-01,-1.299569999999999892e-01,-4.490000000000000176e-04,6.339590000000000503e-01,-9.351969999999999450e-01,1.301350000000000007e-01,-6.239800000000000207e-02
-1.359142000000000072e+00,-1.396438000000000068e+00,7.819810000000000372e-01,-6.387999999999999581e-03,2.538199999999999831e-02,9.688679999999999515e-01,2.461919999999999942e-01,-1.371960000000000124e-01,-1.537920000000000120e-01,1.662800000000000042e-02,2.652630000000000265e-01,-2.008439999999999948e-01,1.042109999999999981e-01,-3.541300000000000003e-02,-4.499999999999999877e-04,-2.377000000000000206e-03,8.248889999999999834e-01,-5.754599999999999993e-02,1.299569999999999892e-01,2.797900000000000040e-02,3.729000000000000110e-03,8.268499999999999461e-02,9.639899999999999858e-02,1.653949999999999865e-01,-1.956759999999999888e-01,7.434229999999999450e-01,7.760049999999999448e-01,9.283500000000000085e-02,9.693300000000000527e-02,1.221689999999999998e-01,-1.527719999999999911e-01,8.309600000000000319e-02,6.697689999999999477e-01,-9.933939999999999992e-01,1.242749999999999966e-01,-3.164499999999999952e-02
-1.368419999999999970e+00,-1.392292000000000085e+00,7.814820000000000100e-01,-2.226999999999999813e-03,2.895599999999999910e-02,9.681079999999999686e-01,2.488430000000000086e-01,-1.160439999999999944e-01,-1.634190000000000087e-01,2.144400000000000125e-02,2.666140000000000176e-01,-2.174560000000000104e-01,1.059319999999999984e-01,-8.393299999999999372e-02,-1.306399999999999922e-02,3.098000000000000059e-03,9.381119999999999459e-01,-1.009799999999999934e-02,1.640800000000000036e-01,3.357600000000000168e-02,-6.597999999999999698e-03,8.390000000000000235e-02,8.544300000000000506e-02,1.523440000000000072e-01,-1.882989999999999942e-01,7.467030000000000056e-01,7.732179999999999609e-01,9.476400000000000101e-02,1.032789999999999958e-01,1.178150000000000031e-01,-1.708860000000000101e-01,1.368429999999999924e-01,6.834189999999999987e-01,-1.025755999999999890e+00,1.050539999999999946e-01,-1.681999999999999901e-03
-1.377507000000000037e+00,-1.387931999999999944e+00,7.799160000000000537e-01,2.889000000000000075e-03,3.209000000000000047e-02,9.672279999999999767e-01,2.518549999999999955e-01,-9.132700000000000540e-02,-1.725629999999999942e-01,2.572999999999999940e-02,2.648860000000000103e-01,-2.336330000000000073e-01,1.073979999999999935e-01,-1.334430000000000061e-01,-2.707400000000000084e-02,6.421999999999999757e-03,1.042982000000000076e+00,4.660799999999999665e-02,1.970770000000000022e-01,3.837499999999999939e-02,-1.664600000000000107e-02,8.636000000000000620e-02,7.605800000000000061e-02,1.393939999999999901e-01,-1.858569999999999944e-01,7.531710000000000349e-01,7.708049999999999624e-01,9.708600000000000563e-02,1.029209999999999986e-01,1.188759999999999956e-01,-1.759809999999999985e-01,1.655679999999999930e-01,6.891810000000000436e-01,-1.030362000000000000e+00,8.991300000000000681e-02,2.480500000000000066e-02
-1.386333999999999955e+00,-1.383347000000000104e+00,7.782780000000000253e-01,7.919000000000000691e-03,3.423400000000000054e-02,9.665550000000000530e-01,2.540399999999999880e-01,-6.541800000000000392e-02,-1.800130000000000063e-01,2.756000000000000116e-02,2.610149999999999970e-01,-2.474649999999999905e-01,1.082769999999999982e-01,-1.812970000000000137e-01,-4.241000000000000325e-02,6.681000000000000306e-03,1.135637000000000008e+00,1.048420000000000046e-01,2.332700000000000051e-01,4.164099999999999746e-02,-2.608999999999999861e-02,8.931500000000000550e-02,6.560900000000000065e-02,1.284089999999999954e-01,-1.896309999999999940e-01,7.643750000000000266e-01,7.704280000000000017e-01,1.000079999999999997e-01,9.652299999999999769e-02,1.232059999999999961e-01,-1.722249999999999892e-01,1.765349999999999975e-01,6.893489999999999895e-01,-1.016639999999999988e+00,8.218499999999999417e-02,3.694900000000000267e-02
-1.394711000000000034e+00,-1.378536999999999901e+00,7.766880000000000450e-01,1.269499999999999969e-02,3.612400000000000333e-02,9.660640000000000338e-01,2.554500000000000104e-01,-4.312799999999999967e-02,-1.864210000000000034e-01,2.837500000000000092e-02,2.622039999999999926e-01,-2.594659999999999744e-01,1.083360000000000017e-01,-2.254490000000000105e-01,-5.351000000000000201e-02,9.433000000000000412e-03,1.212866000000000000e+00,1.340580000000000105e-01,2.449979999999999936e-01,4.257699999999999679e-02,-3.466700000000000337e-02,9.210699999999999443e-02,5.343099999999999933e-02,1.198619999999999963e-01,-2.029680000000000095e-01,7.827190000000000536e-01,7.768479999999999830e-01,1.042119999999999991e-01,8.544799999999999618e-02,1.297300000000000120e-01,-1.653820000000000012e-01,1.786069999999999880e-01,6.880519999999999969e-01,-9.950480000000000436e-01,7.962700000000000333e-02,3.413700000000000068e-02
-1.402598000000000011e+00,-1.373518999999999934e+00,7.749719999999999942e-01,1.724600000000000091e-02,3.842199999999999782e-02,9.656379999999999963e-01,2.564540000000000153e-01,-2.748300000000000048e-02,-1.927480000000000027e-01,2.965299999999999880e-02,2.739849999999999786e-01,-2.736319999999999864e-01,1.078490000000000004e-01,-2.645379999999999954e-01,-5.283000000000000196e-02,2.687900000000000011e-02,1.266710999999999920e+00,7.678599999999999315e-02,2.400799999999999879e-01,4.067699999999999788e-02,-4.212699999999999778e-02,9.482999999999999763e-02,4.069600000000000301e-02,1.111059999999999964e-01,-2.230810000000000015e-01,8.075729999999999853e-01,7.887840000000000407e-01,1.117199999999999999e-01,7.581000000000000238e-02,1.367780000000000107e-01,-1.587580000000000102e-01,1.774469999999999936e-01,6.889549999999999841e-01,-9.757040000000000157e-01,8.530600000000000682e-02,2.010999999999999940e-02
-1.410185999999999940e+00,-1.368292999999999981e+00,7.732350000000000056e-01,2.113500000000000101e-02,4.062400000000000039e-02,9.652899999999999814e-01,2.571359999999999757e-01,-1.715799999999999964e-02,-1.980079999999999896e-01,3.109100000000000058e-02,2.935079999999999911e-01,-2.900769999999999738e-01,1.070529999999999954e-01,-3.013489999999999780e-01,-5.763499999999999873e-02,4.152900000000000341e-02,1.291927000000000048e+00,-4.977999999999999786e-02,1.994440000000000102e-01,3.740999999999999881e-02,-4.861900000000000249e-02,9.732300000000000673e-02,2.855999999999999858e-02,1.001029999999999975e-01,-2.446270000000000111e-01,8.357069999999999776e-01,7.976020000000000332e-01,1.176360000000000045e-01,6.425000000000000155e-02,1.436580000000000079e-01,-1.500160000000000105e-01,1.710619999999999918e-01,6.922660000000000480e-01,-9.563629999999999631e-01,9.861999999999999933e-02,-3.811999999999999850e-03
-1.417837000000000014e+00,-1.362811999999999912e+00,7.719270000000000298e-01,2.402200000000000168e-02,4.143299999999999761e-02,9.652370000000000116e-01,2.569500000000000117e-01,-5.035999999999999678e-03,-2.001950000000000118e-01,3.005100000000000132e-02,3.084140000000000215e-01,-3.040109999999999757e-01,1.058469999999999966e-01,-3.360630000000000006e-01,-7.447499999999999953e-02,4.317399999999999710e-02,1.284623999999999988e+00,-1.431479999999999975e-01,1.536990000000000023e-01,3.248800000000000299e-02,-5.417799999999999699e-02,9.906099999999999628e-02,1.797500000000000139e-02,9.275500000000000411e-02,-2.718439999999999745e-01,8.633399999999999963e-01,8.117609999999999548e-01,1.181220000000000048e-01,5.205400000000000305e-02,1.498819999999999875e-01,-1.352430000000000021e-01,1.567089999999999872e-01,6.968050000000000077e-01,-9.288170000000000037e-01,1.149519999999999986e-01,-4.204700000000000104e-02
-1.425545000000000062e+00,-1.357080999999999982e+00,7.710350000000000259e-01,2.619399999999999853e-02,4.170700000000000102e-02,9.654399999999999649e-01,2.559299999999999908e-01,9.386000000000000246e-03,-2.008729999999999960e-01,2.693999999999999867e-02,3.176229999999999887e-01,-3.152619999999999867e-01,1.042359999999999953e-01,-3.669930000000000136e-01,-9.075700000000000434e-02,4.219599999999999740e-02,1.242804000000000020e+00,-1.965610000000000135e-01,9.653399999999999481e-02,2.527700000000000086e-02,-5.861399999999999944e-02,1.005579999999999946e-01,1.233300000000000021e-02,8.964999999999999358e-02,-3.007329999999999726e-01,8.821120000000000072e-01,8.326599999999999557e-01,1.039530000000000037e-01,3.445700000000000152e-02,1.543190000000000117e-01,-1.186289999999999983e-01,1.366060000000000052e-01,7.026350000000000096e-01,-8.911280000000000312e-01,1.312399999999999956e-01,-8.654900000000000093e-02
