time,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,twist_y
0.0,308.599792,90.790329,-220.803802,0.6380246897495432,0.23822763307017622,0.24408493638794707,0.6903583373439277,21.834722343421472,36.91551794653748,-26.35374476257896,-0.3883389896256074,0.5259626649834014,0.8802251589568559,0.5259626649834014
0.033333,307.043701,91.405052,-220.676407,0.6271932420465572,0.23158790839775373,0.2416741730323323,0.7032704116513225,12.122144490946138,38.381975150094725,-26.51527969884085,-0.5288822835993854,0.3239185850312397,0.6465320764644186,0.3239185850312397
0.066666,305.43161,91.25956,-220.544006,0.6243921662788902,0.2248045109619866,0.23348728602163024,0.7106905387065107,-4.427946678708169,41.38262245925226,-27.82634533275209,-0.8191817409374514,0.17480219550349352,0.26904019975805216,0.17480219550349352
0.099999,303.786407,90.710327,-220.4599,0.6255655186407606,0.21248044512544412,0.22387890882267591,0.7165180224609686,-19.710414215410477,44.35672573883957,-28.00360516428088,-0.8765693965791956,0.18921626263754818,-0.07330174831610084,0.18921626263754818
0.133332,302.137604,89.507683,-220.352402,0.6309646276083127,0.2014697426669524,0.21702611066992764,0.7170726942118906,-31.565691780344498,43.25058903552457,-31.087226850868927,-0.7280263143051768,0.1731494309730404,-0.3287434393014742,0.1731494309730404
0.166665,300.520996,88.188019,-220.570099,0.6370658044589188,0.1906545449148157,0.21232943700974105,0.7160406521082177,-29.010931375844496,39.81219284026632,-38.17965146149982,-0.44279171070296913,-0.010971733627226699,-0.2322847608673269,-0.010971733627226699
0.199998,298.771088,87.170517,-221.036194,0.6394478948316367,0.19069937448330737,0.2077169149925526,0.7152578706963244,-13.927881882397802,35.766485900857276,-42.9861181389005,0.04917120179375973,-0.3439790942284156,0.27500718426931026,-0.3439790942284156
0.233331,297.087402,86.883774,-221.696701,0.6325238565528146,0.2017911043842896,0.20440422663040542,0.719314140844283,6.890848371262408,28.513654734508545,-45.03671618114741,0.671791766804444,-0.554508352370422,0.7089853944519082,-0.554508352370422
0.266664,295.495789,87.288979,-222.484406,0.6215880782263955,0.22294827211019866,0.2073249821346532,0.7217608196298543,19.87129678203161,19.43629182885881,-49.74104512023743,1.1401849913302051,-0.7951235861215703,0.8307037385150217,-0.7951235861215703
0.299997,293.953308,87.938492,-223.566193,0.6094651345218782,0.25024410560178034,0.20915427602440287,0.722623433217123,21.471407014141906,12.503674987774811,-55.52540003077762,1.1251044226056177,-1.0288384426380517,0.9292017458759528,-1.0288384426380517
0.33333,292.377594,88.568443,-224.739594,0.5970001008976782,0.27705803286245717,0.20577465434615821,0.724214414095209,12.244519117508784,10.553349022841697,-56.34600985202954,1.1127403441606012,-0.9617759223859519,1.1246056977055476,-0.9617759223859519
0.366663,290.885712,88.71801,-225.858307,0.578595696274884,0.3032884338253792,0.20647526049611054,0.728430582116782,-4.830483664286052,14.193839985020908,-53.90874249864224,1.408234460466736,-0.7024514807605402,1.1725481595716065,-0.7024514807605402
0.399996,289.299011,88.20491,-226.814499,0.5591114016029692,0.3293221563720592,0.21455616293304505,0.7300048019482263,-23.028672691596753,19.415722988217304,-54.37409183383633,1.4563918502860347,-0.7083768695018685,1.192025459646927,-0.7083768695018685
0.433329,287.641815,87.081268,-227.850906,0.5386704321144421,0.35617975608519353,0.21562288833516371,0.7324458457433791,-35.509489363107306,21.488671987876973,-51.005053487291235,0.9471773332868946,-0.5270022127390384,1.1311838909907608,-0.5270022127390384
0.466662,286.217407,85.736053,-228.718903,0.5242524945335839,0.36745994237353075,0.2148729771654777,0.7375378745598088,-36.98767172615016,17.039273952234023,-43.3714895440784,0.16639081237471887,-0.07366738406521717,0.951659449336749,-0.07366738406521717
0.499995,285.16861,84.575958,-229.677795,0.5137907848181036,0.3677316993278549,0.20678052452115683,0.747016895005863,-23.92840919799969,13.279324440572601,-39.747654504526466,-0.25438319452352187,-0.02954855408762236,1.4502325079406724,-0.02954855408762236
0.533328,283.975189,84.109428,-230.354904,0.49125578161386557,0.373682296957689,0.19017445546403602,0.7634546315664952,-1.204046233723723,9.758870598576793,-34.72431042343068,-0.10094436349735991,0.0513107873167199,2.293664085811806,0.0513107873167199
0.5666610000000001,283.038788,84.39254,-230.781799,0.4561600146590467,0.37915117383922786,0.17640882553241463,0.7855204355564966,13.869034084144653,4.261831470993563,-22.391366454451735,-0.012414732754800206,0.1713553339603725,2.4491216511395635,0.1713553339603725
0.599994,282.406189,84.850166,-230.746597,0.4264112892629475,0.3835009590042403,0.1615547354516731,0.8031192279388403,14.837005488835187,7.59500052210794,-13.163239814876071,-0.14356193279184504,0.23698715766094014,1.930036343682723,0.23698715766094014
0.633327,281.754791,84.956093,-230.585403,0.4052063734755494,0.3812898574344525,0.15132185967072495,0.8170235824614867,17.48950504228011,15.299087861530856,-10.703773655801424,0.09300411053667834,0.3731544219685108,1.7255056894040917,0.3731544219685108
0.66666,280.872406,85.162483,-230.069199,0.3763043145072445,0.38324330543523105,0.14717756961779835,0.8305771455582613,23.433659973922882,18.82074793992019,-8.977689345127553,0.09147295185417625,0.290589795555262,1.74586271334547,0.290589795555262
