time,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,twist_y
0.0,-27.425341,88.590332,163.514999,0.5704671374975347,0.4210824377668111,0.4542313061225758,0.5393799645684916,-9.839827213625686,56.10982172709979,3.119075789895936,0.5205870836690035,-0.17243305440789852,0.240077628584456,-0.17243305440789852
0.033333,-27.761551,88.382812,165.375198,0.5659325521955691,0.42937851662147325,0.4555642342465663,0.5364845424657567,-9.750630996703656,59.59603978237892,2.939833358103369,0.6348811178526552,-0.14559833918537154,0.2440262420418644,-0.14559833918537154
0.066666,-28.09824,88.162903,167.466003,0.5592059270552068,0.43935124178919444,0.45932768308899374,0.5322380078806064,-8.879598877004549,64.30634952123245,2.5842517353998233,0.712989924027507,-0.0836849540166304,0.2788804948835885,-0.0836849540166304
0.099999,-28.420879,87.99424,169.638199,0.5518311647611656,0.44842757631184726,0.46257432704667106,0.5295470388537142,-5.87871284511026,69.33628251169736,0.6732558177090205,0.6593301320159836,-0.1160575243357117,0.22328854954705057,-0.1160575243357117
0.133332,-28.84226,87.942001,172.039795,0.5472061108650468,0.4569758592004737,0.46549916803669,0.5244511997289057,2.5246955617477385,73.755439929603,-2.798700352835658,0.5613343908176301,-0.41684187579494164,0.18559124897382184,-0.41684187579494164
0.166665,-29.332861,88.323227,174.465195,0.5464857510178451,0.4688169961780789,0.46194135896122346,0.5178553165799138,6.376572950710719,77.52873872115032,-6.550996533551002,0.1931181613674707,-0.7430314354860378,0.16421369923286727,-0.7430314354860378
0.199998,-29.945881,88.505989,177.094406,0.5527939867998195,0.4758470907718422,0.45273139400889995,0.5128573283484339,1.9907126741930377,82.92624533699605,-8.296463724011454,-0.12658102695572715,-0.7370784854566117,-0.12323468813478569,-0.7370784854566117
0.233331,-30.623831,88.606407,179.863297,0.561735848725907,0.47723610319707077,0.44816149342790945,0.5058159881517443,1.6580076467818041,86.46584206321354,-8.984436354949716,0.16341012615943767,-0.4796886563964273,-0.3511101013881009,-0.4796886563964273
0.266664,-31.337009,88.854691,182.710602,0.5632861071613607,0.481754578575125,0.45209499482052956,0.49621709277203363,2.533045789506817,86.41154311503955,-12.955449732661943,0.8174088512483948,-0.250549247401992,-0.3279179482010509,-0.250549247401992
0.299997,-32.171009,89.1054,185.459503,0.557733633993961,0.4917206514354252,0.4621815656252768,0.48325168893649945,-0.9864551141647261,81.02139924666258,-18.966397845261735,1.1961755127560603,-0.2500807908552018,-0.3078503224490015,-0.2500807908552018
