linear_x,linear_y,angular_z
0.030253688907411674,0.04022781194808529,0.05979971523882431
0.02780235144615903,0.045047132527101935,0.12269438257078356
0.025036662541819056,0.050902237081783513,0.1544652622238043
0.02204333194909361,0.05776034024585033,0.16829437117339566
0.019217553766628793,0.06558858803765481,0.1779645686421409
0.01736285119663109,0.07390977104215095,0.18968563296733937
0.01715078919260706,0.0820590492621826,0.20244033965067806
0.018554422125372103,0.08956681422787648,0.21230172048471185
0.02071447416334493,0.09633197077779357,0.21363882493635797
0.02306200052765925,0.10346990520456675,0.20284902089972048
0.025469963429160334,0.11150476042708526,0.18489134763631765
0.02741053595247184,0.11947291110861884,0.15251030499822943
0.02863410223617679,0.12550635267039936,0.11087615157425136
0.029189066851265464,0.12793342957160406,0.074599529771572
0.027981500080445105,0.12788673490120098,0.051472474791794454
0.025716395740345184,0.12213206044764319,0.042276174032538305
0.03686896156690909,0.11576610632612315,0.030765758986440014
0.04196213966339492,0.10343748561745099,0.018847812441247305
0.05365035619365399,0.08857119142348274,0.008879117779704454
0.06697426670315464,0.07723454933759794,0.04062881911572847
0.0960045108120438,0.07074243058631684,0.14503550559282122
0.11595001755979348,0.055527144635119034,0.22809612794921294
0.13640047825134152,0.04629860513007231,0.22107519537012407
0.15693926602865108,0.03630255719971329,0.15335996754075862
0.1756795593734592,0.03005152082754489,0.09388174712654372
0.193380253238795,0.022570466402892977,0.09188385914507805
0.21124317735595652,0.012574515452482301,0.14007660736168642
0.2285360691826874,0.0056399045871743415,0.17497141896085935
0.2501842163227164,-0.0030962876972961666,0.15745446258671536
0.27802422504995405,-0.013940040534667011,0.09115937143449569
0.31212774117512365,-0.027629253850252097,0.015357264277526303
0.35026692941103627,-0.04246274176195002,-0.07090819701929577
0.39288891059301206,-0.05778968772554752,-0.11758055006583917
0.440023292643721,-0.07403595486089054,-0.11363031977406705
0.49359479377255083,-0.09365453588122004,-0.029459719673892264
0.5153822223654623,-0.11289580814830297,0.05598273634337573
0.5450302293666378,-0.13400451159281557,0.08056295563891541
0.5725640490672597,-0.15025659962134713,-0.02177052484187794
0.6223723676904002,-0.15653968949444372,-0.19791904648045505
0.627889255819399,-0.15320095375822645,-0.34669654304887965
0.63693212378704,-0.151092981281486,-0.3194432900272037
0.629769386863569,-0.1506908845774003,-0.1536538441372704
0.6242326921824756,-0.14758829407300567,0.04555754737399058
0.6297581878171893,-0.14070300891964652,0.16628540725465502
0.6415911809038993,-0.1301285588155694,0.16097597580624418
0.6595537390947825,-0.1181983214899034,0.05022757786922407
0.6769914977824905,-0.10424766239586589,-0.054701862716374054
0.689905435998628,-0.08907669998673615,-0.11398957226770978
0.7002899549306834,-0.08044718821058933,-0.14066834573380027
0.7061800183311735,-0.07691371549117262,-0.15041545538170767
0.7067011553124165,-0.07274372990707824,-0.15481110913268967
0.7059261348934176,-0.0655274808852655,-0.15230445071227827
0.7060778048354279,-0.05822955252328571,-0.1330121552123916
0.7108295724625466,-0.051358606133506,-0.11256497597930303
0.7199111661288116,-0.04500888988633167,-0.10844558598480696
0.7415837868652758,-0.031264396792219394,-0.15178978367699308
0.777752782607574,-0.00622164291602533,-0.23480693423474386
0.8092884615150508,0.01793873833907098,-0.2780259501032035
0.8349211875487642,0.04156627008272873,-0.33639615220044944
0.8653533375769131,0.04991708918915169,-0.2953969451336752
0.8757951948463569,0.07262779474182919,-0.0948347670363596
0.8473253086246788,0.06145624682536244,0.1618989191201417
0.7966890784334738,0.054516839217340116,0.2015516520248291
0.7460055406105726,0.06032769310395168,0.0028608813285697517
0.7143275787113408,0.061572943083859716,-0.20762837062306358
0.6907041274330262,0.05511280969992156,-0.22137805922067866
