linear_x,linear_y,angular_z
-0.04914355360399495,0.2384008829269601,-0.1520595130058755
-0.053566044766862955,0.23659694998776493,-0.37010094208835087
-0.059388476082391846,0.22727704674644084,-0.517646168027247
-0.06516543287889957,0.2103850591210675,-0.5306038623351114
-0.07335792348792793,0.19404274231654212,-0.44061935740403485
-0.08090894553836082,0.17889352187316668,-0.43683257231986117
-0.08636923006532406,0.16858774998681078,-0.41015919416538316
-0.09092038396813695,0.16076695663661375,-0.3812587437586076
-0.09116179357864397,0.14124331769773896,-0.423273046367939
-0.08863019653972645,0.13180295278576754,-0.421227603916839
-0.08059396635502702,0.10821033326207231,-0.3863942189097884
-0.07246702528510973,0.07975455836911471,-0.29675307141911955
-0.06999060181391356,0.05880366981370657,-0.08865696687732764
-0.06918720096997442,0.06067004024117228,-0.0004370355677557399
-0.05349642302048443,0.06459338379643788,-0.06914852709926599
-0.045877098261309875,0.052188881497238576,0.034857623850745374
-0.04484315034673744,0.06123440561530871,-0.0032817851932830993
-0.03784357613150862,0.057643490903111314,-0.16786458093324516
-0.034416794572950625,0.05426847850007227,-0.341010130737952
-0.040944158003676685,0.0488572999921091,-0.42804885415235777
-0.0517280328879454,0.03820227455453021,-0.42599450648837334
-0.06524375115509676,0.02470990990129826,-0.38015851694987324
-0.08062228109007039,0.015057702168791154,-0.3554577544850469
-0.09642879343422926,0.010098554542063128,-0.3737834702733374
-0.11038285776865586,0.006568980884958771,-0.38673857879429674
-0.12220719563233318,0.004750161685926011,-0.38271408785781563
-0.1319916814936339,0.0060728538918396035,-0.3482408523079295
-0.1400761566444614,0.006359468785843782,-0.3000478922243649
-0.14752030442320513,0.005776851838965381,-0.2651879012397593
-0.1537714808408014,0.005777329883788102,-0.2520877471638363
-0.17233948450579326,0.0027714657521755244,-0.24663078442340824
-0.1567750100518663,0.003416355576450103,-0.23922901435481067
-0.14737313647174927,0.004897725178009536,-0.21450489282132074
-0.13716083456409,0.009496041014572333,-0.22926164788645004
-0.12344234027477922,0.013646280318891344,-0.2417048902201101
-0.10557463992801204,0.016209110563046213,-0.2691505609593011
