root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.656268,0.300411,0.650475,0.250391,-0.286703,-0.652371,-0.655376,-1.548249,0.167506,-0.104986,0.940128,-0.281654,-0.247716,-1.58153,-0.335673,0.100701,1.044538,-0.319042,0.247295,-0.03825,-0.018408,0.505692,-0.181255,0.165968,-0.571132,-0.306103,1.223772,-0.029455,0.040006,-0.088909,-0.198405,0.589254,-0.384239,-1.285299,0.116485,0.24528
0.656272,0.300202,0.650225,0.250068,-0.286513,-0.652218,-0.655735,-1.548928,0.167894,-0.104654,0.941647,-0.282256,-0.247717,-1.582457,-0.335194,0.10081,1.045667,-0.319473,0.247346,-0.038206,-0.018452,0.505692,-0.181577,0.166516,-0.57098,-0.30474,1.2243,-0.030515,0.050219,-0.089493,-0.198261,0.589086,-0.383187,-1.289403,0.120187,0.240666
0.656299,0.299936,0.650029,0.24992,-0.286566,-0.652002,-0.655983,-1.549924,0.16837,-0.103466,0.942485,-0.282982,-0.247718,-1.5838,-0.334897,0.100647,1.046301,-0.319787,0.247391,-0.038233,-0.018382,0.505692,-0.181926,0.167295,-0.571678,-0.302971,1.226541,-0.03157,0.059295,-0.089595,-0.198075,0.588965,-0.383528,-1.296881,0.1253,0.236846
0.656355,0.29965,0.649895,0.249963,-0.286716,-0.651865,-0.656037,-1.551164,0.168724,-0.101629,0.942807,-0.284006,-0.247719,-1.585221,-0.335043,0.099902,1.046541,-0.320121,0.247432,-0.038305,-0.018179,0.505691,-0.181979,0.167291,-0.572884,-0.301661,1.226746,-0.03242,0.067844,-0.089306,-0.198242,0.589133,-0.38565,-1.307099,0.129596,0.231909
0.656437,0.299396,0.649814,0.25014,-0.28686,-0.651728,-0.656043,-1.552575,0.16918,-0.099495,0.943178,-0.285501,-0.247721,-1.58644,-0.335517,0.098429,1.046455,-0.320548,0.247472,-0.038406,-0.017707,0.505691,-0.181404,0.167178,-0.574065,-0.301108,1.224257,-0.033174,0.075341,-0.088109,-0.198179,0.589979,-0.388917,-1.314269,0.131478,0.226577
0.656543,0.299216,0.64981,0.250491,-0.286894,-0.651558,-0.656063,-1.553931,0.169865,-0.09755,0.943506,-0.287198,-0.247723,-1.587217,-0.336075,0.096134,1.046075,-0.321207,0.24751,-0.038559,-0.017054,0.505691,-0.18059,0.167513,-0.575012,-0.30098,1.219544,-0.034065,0.081982,-0.08671,-0.198626,0.591138,-0.392177,-1.319574,0.131641,0.222179
0.656697,0.299134,0.649943,0.250734,-0.286753,-0.651528,-0.656062,-1.554446,0.170466,-0.095915,0.943405,-0.288755,-0.247724,-1.587005,-0.336869,0.093038,1.045347,-0.322439,0.247561,-0.038515,-0.016336,0.505691,-0.179929,0.1687,-0.576241,-0.300895,1.21319,-0.03524,0.086664,-0.085019,-0.198755,0.592249,-0.39488,-1.320849,0.130606,0.218188
0.656899,0.299177,0.650278,0.251009,-0.286406,-0.651481,-0.656155,-1.553895,0.171391,-0.094983,0.94238,-0.289782,-0.247725,-1.58573,-0.337448,0.089052,1.044066,-0.323736,0.24761,-0.038378,-0.01597,0.505691,-0.180781,0.170866,-0.57724,-0.300106,1.204804,-0.035982,0.087361,-0.084619,-0.198982,0.593242,-0.394858,-1.322456,0.129735,0.216927
0.657098,0.299332,0.650915,0.2512,-0.285761,-0.651381,-0.656461,-1.551824,0.172759,-0.094704,0.940024,-0.289885,-0.247726,-1.582706,-0.337752,0.085384,1.041026,-0.323241,0.247616,-0.038067,-0.015815,0.505691,-0.185081,0.173,-0.577612,-0.29723,1.185504,-0.035041,0.077574,-0.083398,-0.195998,0.593316,-0.391741,-1.326065,0.133952,0.205807
0.657331,0.299603,0.652022,0.251346,-0.284643,-0.651197,-0.657074,-1.547214,0.17512,-0.094614,0.934976,-0.288688,-0.247738,-1.577011,-0.337336,0.080839,1.035291,-0.321301,0.247654,-0.037526,-0.016078,0.505713,-0.1875,0.172462,-0.576057,-0.29165,1.134486,-0.033989,0.048374,-0.074895,-0.189723,0.596638,-0.385282,-1.342769,0.139577,0.183645
