root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.479163,-0.132639,0.757973,0.020066,0.001606,-0.115387,0.993117,0.113942,-0.159554,0.200264,0.287922,-0.465039,0.145184,-0.530277,0.062045,-0.178588,0.253306,-0.107528,-0.023455,-0.073853,-0.041482,0.114426,0.043379,0.222771,-0.165849,0.256379,0.714001,0.204343,0.21001,0.469074,-0.026494,-0.169308,0.502391,-0.722157,0.484362,-0.270234
0.494485,-0.135184,0.756507,0.017734,0.005322,-0.105174,0.994281,0.131834,-0.157615,0.179557,0.285259,-0.471578,0.144399,-0.522964,0.067622,-0.158369,0.260689,-0.109917,-0.039537,-0.08277,-0.026425,0.111268,0.060405,0.220255,-0.201095,0.282278,0.722221,0.22804,0.198855,0.436747,-0.005641,-0.176523,0.577261,-0.72976,0.484619,-0.242535
0.51079,-0.137995,0.755631,0.015675,0.009451,-0.094133,0.995391,0.149979,-0.155017,0.154875,0.282659,-0.471745,0.13963,-0.501191,0.06736,-0.14245,0.265737,-0.102962,-0.039143,-0.090538,-0.011851,0.105521,0.07272,0.218391,-0.244229,0.324419,0.727426,0.247859,0.177558,0.418554,-0.009237,-0.117061,0.618194,-0.766043,0.475121,-0.158805
0.528131,-0.141264,0.756049,0.012356,0.012256,-0.082073,0.996474,0.173254,-0.14788,0.12718,0.278411,-0.464441,0.131055,-0.472699,0.066625,-0.140672,0.270706,-0.065873,-0.035754,-0.095196,0.001451,0.098206,0.086235,0.221335,-0.296264,0.37473,0.734513,0.26307,0.139191,0.417674,-0.025564,-0.034515,0.640188,-0.82286,0.425266,-0.063539
0.546561,-0.144943,0.759639,0.005603,0.016073,-0.072426,0.997229,0.201885,-0.133257,0.1014,0.267264,-0.442785,0.119354,-0.439564,0.072365,-0.164813,0.236734,0.019203,-0.073555,-0.095519,0.015331,0.089791,0.102509,0.228566,-0.34572,0.424757,0.74345,0.279122,0.085424,0.416686,-0.033158,0.028919,0.644692,-0.869316,0.356918,0.007899
0.565626,-0.149165,0.760854,-0.002863,0.018256,-0.069056,0.997442,0.222152,-0.111166,0.088635,0.280003,-0.421773,0.103276,-0.416653,0.086038,-0.184006,0.23923,0.046424,-0.104097,-0.093757,0.0324,0.083333,0.131997,0.231657,-0.377064,0.469242,0.749805,0.292047,0.042714,0.40896,-0.029524,0.060499,0.645861,-0.894852,0.317006,0.048178
0.585267,-0.153764,0.762673,-0.01236,0.016688,-0.068684,0.997422,0.234535,-0.084521,0.084163,0.322387,-0.393202,0.079608,-0.402198,0.104662,-0.194323,0.278349,0.012263,-0.133535,-0.092608,0.049514,0.080362,0.175013,0.223061,-0.38414,0.514792,0.749173,0.314512,0.024222,0.391693,-0.014379,0.066583,0.654533,-0.9011920000000002,0.307819,0.072302
0.605353,-0.158815,0.764871,-0.02102,0.013158,-0.064552,0.9976060000000002,0.230527,-0.055507,0.076141,0.398039,-0.347936,0.038112,-0.375689,0.119737,-0.206162,0.309002,-0.03039,-0.151953,-0.094689,0.063932,0.078337,0.216811,0.206257,-0.383199,0.56946,0.745766,0.34805,0.022487,0.369095,0.003491,0.055405,0.661602,-0.905842,0.316538,0.078151
0.62509,-0.164369,0.766896,-0.028766,0.008731,-0.052133,0.998188,0.201954,-0.022601,0.054217,0.513562,-0.289859,-0.037001,-0.340963,0.127762,-0.228716,0.327777,-0.072114,-0.163943,-0.100437,0.073613,0.076254,0.246381,0.195881,-0.393414,0.626466,0.747199,0.375654,0.009479,0.343171,0.026186,0.023772,0.652284,-0.909812,0.338333,0.065259
0.644082,-0.170091,0.767796,-0.036066,0.004449,-0.033522,0.998777,0.14535,0.010843,0.019351,0.67124,-0.221096,-0.134791,-0.306645,0.130863,-0.26147,0.342333,-0.112672,-0.166998,-0.107078,0.079804,0.075826,0.255386,0.208644,-0.432901,0.683986,0.767985,0.397414,-0.041905,0.335953,0.049551,-0.012981,0.64069,-0.915271,0.334594,0.009141
0.663124,-0.175529,0.769195,-0.041675,-0.000865,-0.012784,0.999049,0.073827,0.037427,-0.016888,0.847239,-0.135366,-0.2234,-0.266777,0.131286,-0.296617,0.34917,-0.15125,-0.166901,-0.112656,0.084049,0.076515,0.244171,0.229073,-0.466392,0.732821,0.776759,0.403367,-0.112622,0.333804,0.070607,-0.045876,0.625779,-0.902915,0.315036,-0.064634
