root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
-2.488316,4.563233,0.742477,-0.097541,0.018351,0.994526,-0.032676,-0.066894,0.003595,-0.012141,1.084807,0.040276,-0.163798,-0.432725,-0.022896,-0.170053,0.901699,-0.604154,-0.080251,-0.076705,-0.019085,0.107203,0.251235,0.348849,-0.409871,-0.312371,0.553788,-0.300178,0.276708,0.501933,-0.330473,-0.076006,-0.106997,-1.543215,-0.09367,0.393974
-2.529776,4.562835,0.745837,-0.102546,0.015292,0.99418,-0.029285,-0.206721,-0.035363,-0.035645,1.23435,-0.063714,-0.074946,-0.355253,-0.010878,-0.168559,0.842074,-0.590565,-0.064497,-0.063969,-0.001872,0.116116,0.337463,0.324498,-0.354834,-0.235522,0.761394,-0.109279,0.206582,0.42029,-0.257379,-0.102208,-0.157524,-1.638469,-0.093697,0.295626
-2.57332,4.56125,0.754832,-0.110591,0.012605,0.993421,-0.026938,-0.362518,-0.067907,-0.035223,1.294033,-0.123014,-0.02547,-0.263771,0.000188,-0.162807,0.734891,-0.511678,-0.036917,-0.041733,0.010445,0.125836,0.431131,0.338503,-0.3315,-0.196812,1.12211,0.007484,0.066909,0.357848,-0.134231,-0.134813,-0.208979,-1.542088,-0.082335,0.150956
-2.619863,4.559146,0.765863,-0.117998,0.010109,0.992788,-0.018589,-0.500458,-0.083116,-0.010055,1.24573,-0.175076,0.000302,-0.16586,0.009615,-0.150201,0.612132,-0.37267,-0.000733,-0.014122,0.017015,0.133516,0.541006,0.35279,-0.317205,-0.196287,1.36085,-0.068565,-0.007115,0.309232,-0.054538,-0.112635,-0.249855,-1.316795,-0.072379,-0.002953
-2.669608,4.557345,0.774094,-0.123785,0.007627,0.99227,-0.004327,-0.60988,-0.073455,0.031825,1.117642,-0.202664,0.004753,-0.07745,0.015358,-0.12823,0.515608,-0.20993,0.050389,0.014972,0.018826,0.139198,0.67167,0.333055,-0.268296,-0.173572,1.369243,-0.175075,-0.028013,0.279125,-0.055109,-0.027112,-0.26836,-1.067301,-0.105323,-0.136381
-2.722293,4.556238,0.775928,-0.12719,0.003334,0.991789,0.012926,-0.691814,-0.04729,0.073024,0.94659,-0.209846,0.020757,-0.002439,0.016937,-0.107042,0.468803,-0.085344,0.124389,0.043913,0.017186,0.143451,0.797009,0.271806,-0.2065,-0.102612,1.126212,-0.218164,-0.018732,0.242601,-0.141603,0.080536,-0.278995,-0.940922,-0.145747,-0.24681
-2.777054,4.556028,0.776164,-0.126775,0.000701,0.991388,0.032812,-0.74779,-0.030059,0.082184,0.746351,-0.161344,0.009927,0.077325,0.004372,-0.09859,0.462564,-0.021393,0.21261,0.073704,0.011729,0.147651,0.893378,0.215508,-0.165395,0.013335,0.709373,-0.21513,0.009697,0.204021,-0.261222,0.186456,-0.291126,-0.973897,-0.169456,-0.324006
-2.832624,4.556152,0.768018,-0.122766,-0.000329,0.990921,0.054809,-0.783447,-0.026874,0.043197,0.548271,-0.052002,-0.020436,0.155281,-0.029431,-0.137379,0.489061,-0.001473,0.246295,0.10545,0.002293,0.152258,0.929397,0.238374,-0.169189,0.121372,0.414218,-0.164799,0.012272,0.164687,-0.356533,0.283842,-0.289553,-1.033225,-0.189629,-0.350075
-2.887235,4.556277,0.753274,-0.113938,0.003068,0.990669,0.074724,-0.790649,-0.007283,0.048353,0.409262,0.06843,-0.019474,0.23565,-0.095454,-0.204161,0.538218,0.005758,0.247694,0.13002,-0.009967,0.157607,0.932487,0.339421,-0.208012,0.202352,0.380416,-0.103189,0.027762,0.142132,-0.407439,0.360584,-0.261194,-1.017286,-0.204848,-0.323053
-2.938794,4.55624,0.732845,-0.098642,0.017315,0.991021,0.08858,-0.810472,0.00244,0.122179,0.58256,-0.016279,0.051042,0.292685,-0.181521,-0.230619,0.630037,0.001683,0.247362,0.141121,-0.029725,0.170371,0.896672,0.45011,-0.30325,0.266426,0.545758,-0.061653,0.00636,0.139039,-0.436175,0.395014,-0.216949,-0.974877,-0.200986,-0.281154
-2.985111,4.556809,0.720206,-0.081801,0.037929,0.992157,0.086571,-0.810186,-0.034432,0.158258,0.773198,-0.151477,0.075105,0.291846,-0.243669,-0.171918,0.797588,-0.00289,0.238774,0.140152,-0.063774,0.197264,0.808109,0.541092,-0.431228,0.345556,0.771252,-0.076078,-0.068331,0.15816,-0.430499,0.377801,-0.161269,-0.952229,-0.164002,-0.247737
