root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
2.056221,-0.403722,0.724484,-0.007085,-0.059078,-0.106422,0.992539,0.117951,0.200955,0.14327,1.21339,-0.073763,-0.247586,-0.38589,-0.185109,-0.616758,0.795363,-0.349106,-0.247666,-0.135256,-0.023003,0.168869,-0.142697,0.293908,-0.35862,0.102829,0.52621,0.161585,0.175966,0.500428,-0.305225,0.036069,0.6563,-0.785026,0.369533,-0.17727
2.08529,-0.412558,0.725488,-0.011132,-0.061981,-0.101348,0.992856,0.025642,0.25556,0.105195,1.343147,-0.053227,-0.245761,-0.344382,-0.179693,-0.627131,0.82562,-0.400671,-0.24744,-0.142978,-0.013634,0.170821,-0.127476,0.282996,-0.400352,0.16679,0.58079,0.206702,0.184107,0.47555,-0.248186,-0.027097,0.663894,-0.800682,0.393442,-0.183561
2.112676,-0.41928,0.729093,-0.014529,-0.063517,-0.110638,0.991723,-0.065361,0.288547,0.073458,1.417717,-0.115737,-0.204274,-0.301621,-0.154796,-0.616564,0.819235,-0.427797,-0.245684,-0.134764,-0.001609,0.174494,-0.101179,0.281928,-0.443833,0.243305,0.650184,0.231795,0.194465,0.43315,-0.185207,-0.083439,0.657052,-0.798488,0.40235,-0.190493
2.13875,-0.424211,0.735323,-0.016031,-0.06401,-0.125533,0.9898920000000001,-0.161875,0.292183,0.056981,1.43957,-0.165004,-0.114281,-0.255531,-0.127554,-0.592873,0.788274,-0.435487,-0.236412,-0.117666,0.009086,0.178737,-0.057793,0.274064,-0.469143,0.33134,0.698516,0.250297,0.208451,0.384735,-0.146315,-0.077313,0.646289,-0.818765,0.38739,-0.188082
2.163898,-0.427801,0.742787,-0.016453,-0.062698,-0.144013,0.98745,-0.249921,0.28169,0.053536,1.39931,-0.206548,-0.054839,-0.21254,-0.103979,-0.560225,0.749994,-0.430066,-0.218618,-0.097175,0.016297,0.182165,-0.000254,0.250632,-0.452409,0.425437,0.699655,0.279001,0.240901,0.332663,-0.144418,0.001881,0.636016,-0.887812,0.340587,-0.170428
2.188587,-0.430802,0.750486,-0.017684,-0.060107,-0.164803,0.984334,-0.32292,0.27128,0.059797,1.302238,-0.251989,-0.022875,-0.170329,-0.080874,-0.523576,0.706794,-0.419845,-0.196328,-0.076869,0.020648,0.183579,0.062541,0.219415,-0.402527,0.521668,0.658887,0.313324,0.259482,0.281095,-0.160201,0.10006,0.603962,-0.970152,0.273113,-0.169774
2.213285,-0.434127,0.758728,-0.020142,-0.055873,-0.186302,0.980696,-0.379044,0.267522,0.071895,1.158659,-0.26444,-0.016494,-0.128466,-0.056907,-0.485279,0.663434,-0.411669,-0.17208,-0.058237,0.024194,0.182365,0.122894,0.192546,-0.335903,0.617175,0.612535,0.357346,0.272054,0.233575,-0.1701,0.177255,0.551013,-1.018421,0.214832,-0.175802
2.238355,-0.438055,0.763124,-0.024279,-0.050568,-0.207083,0.976714,-0.413615,0.26826,0.084836,0.973176,-0.242701,-0.014647,-0.082183,-0.030952,-0.447495,0.612601,-0.413024,-0.14787,-0.042468,0.028172,0.178243,0.179622,0.17758,-0.281234,0.703756,0.585323,0.400419,0.272545,0.19212,-0.168026,0.214433,0.485478,-0.995555,0.162691,-0.178471
2.263913,-0.442472,0.762962,-0.029619,-0.044188,-0.22835,0.972125,-0.432875,0.255587,0.072065,0.762019,-0.200625,-0.047064,-0.034009,-0.005399,-0.407439,0.559644,-0.428017,-0.123475,-0.029391,0.032295,0.171998,0.237054,0.180578,-0.257673,0.786076,0.587218,0.419285,0.245982,0.157083,-0.164972,0.249359,0.415864,-0.940216,0.121509,-0.178004
2.290058,-0.447505,0.762569,-0.034465,-0.036964,-0.250278,0.9668540000000002,-0.435316,0.237019,0.032986,0.542392,-0.136704,-0.107628,0.014385,0.017594,-0.364157,0.506196,-0.44612,-0.09871,-0.019013,0.03591,0.16327,0.297666,0.196769,-0.259228,0.85684,0.613846,0.411965,0.200131,0.128087,-0.166449,0.285824,0.348037,-0.888121,0.094028,-0.167964
