root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
-0.027541,0.004127,0.792259,0.009021,-0.030213,0.067756,0.997204,-0.485534,0.1652,0.131113,0.959582,0.020154,-0.174103,0.025359,-0.163233,-0.430305,0.353549,-0.26316,0.045973,0.037535,0.025634,0.136715,0.233503,0.272426,0.173103,0.588049,1.221382,0.121211,-0.195148,0.150979,-0.385299,0.08486,0.657894,-1.066622,0.144824,-0.023713
-0.025651,0.00725,0.792587,0.010528,-0.029362,0.072167,0.996905,-0.470026,0.217467,0.178802,0.890942,0.022889,-0.14143,0.032052,-0.172349,-0.438119,0.348932,-0.262655,0.053082,0.041781,0.025348,0.136185,0.248607,0.186112,0.185274,0.662512,1.228122,0.150943,-0.206639,0.12163,-0.30842,0.140355,0.656006,-1.092501,0.104461,-0.040094
-0.023113,0.010872,0.792644,0.01058,-0.027464,0.076859,0.996607,-0.443507,0.266319,0.235075,0.795175,0.02873,-0.099745,0.038617,-0.179261,-0.446907,0.343647,-0.262826,0.061369,0.047276,0.024977,0.134586,0.267625,0.115554,0.20257,0.722186,1.236458,0.168853,-0.240185,0.097408,-0.248843,0.197473,0.632741,-1.127158,0.065438,-0.06019
-0.01998,0.014941,0.792342,0.009335,-0.024871,0.083221,0.996177,-0.409785,0.30861,0.302886,0.683686,0.029083,-0.073917,0.046547,-0.184176,-0.459285,0.336662,-0.263028,0.070663,0.053233,0.025074,0.131724,0.29187,0.059324,0.223128,0.762791,1.245731,0.186425,-0.275771,0.08233,-0.193311,0.240633,0.588339,-1.1431,0.026959,-0.089292
-0.016294,0.019437,0.791647,0.007085,-0.021765,0.092609,0.995439,-0.376859,0.338772,0.37448,0.573172,0.027848,-0.058593,0.057978,-0.187343,-0.478074,0.325801,-0.262532,0.081071,0.058817,0.025342,0.127784,0.320455,0.017097,0.241207,0.787765,1.256052,0.190063,-0.311789,0.078355,-0.1422,0.266161,0.532675,-1.129058,-0.013813,-0.101755
-0.012161,0.024549,0.79041,0.004137,-0.018263,0.104796,0.994317,-0.352591,0.355393,0.439098,0.480607,0.03017,-0.053675,0.071762,-0.190296,-0.502811,0.31353,-0.262224,0.093188,0.063977,0.024786,0.123875,0.349226,-0.01411,0.261608,0.79993,1.264645,0.189154,-0.334553,0.078132,-0.101998,0.287174,0.473385,-1.104217,-0.055467,-0.100735
-0.007661,0.030344,0.788242,0.00149,-0.014376,0.119553,0.992723,-0.337874,0.361305,0.49282,0.413202,0.033013,-0.052476,0.087198,-0.195033,-0.532592,0.301208,-0.262159,0.106848,0.069022,0.02327,0.120256,0.371953,-0.038104,0.281123,0.80334,1.272432,0.191011,-0.344062,0.079613,-0.077032,0.312527,0.412665,-1.073072,-0.100716,-0.091605
-0.002732,0.037085,0.783475,-0.001058,-0.010569,0.135637,0.990702,-0.329031,0.359426,0.536999,0.376299,0.027403,-0.045074,0.103539,-0.202419,-0.564941,0.293061,-0.264435,0.122772,0.073823,0.021062,0.117349,0.391863,-0.051237,0.295987,0.801207,1.282243,0.190171,-0.347771,0.082016,-0.061717,0.333947,0.356267,-1.039363,-0.140042,-0.08112
0.002499,0.044731,0.781265,-0.003405,-0.007246,0.153395,0.988133,-0.328107,0.354411,0.568694,0.366372,0.016307,-0.036772,0.121925,-0.211702,-0.600454,0.288095,-0.266807,0.141161,0.079814,0.018407,0.115024,0.405764,-0.054739,0.30445,0.792203,1.297221,0.183664,-0.349751,0.08252,-0.057917,0.354486,0.309929,-1.007131,-0.168236,-0.066898
0.008427,0.053691,0.77832,-0.005499,-0.004291,0.171195,0.985212,-0.324688,0.345847,0.594252,0.37166,0.006104,-0.006511,0.143715,-0.221485,-0.63679,0.282169,-0.267959,0.160853,0.086378,0.015278,0.112614,0.413175,-0.054117,0.316269,0.777796,1.308332,0.179134,-0.347284,0.080795,-0.064087,0.374813,0.272069,-0.97591,-0.19263,-0.054142
0.0149,0.063427,0.777641,-0.005724,-0.0021,0.187474,0.982251,-0.327294,0.33162,0.601076,0.381598,0.007628,0.023651,0.169002,-0.233956,-0.671251,0.274809,-0.265905,0.182024,0.094005,0.010786,0.110499,0.412955,-0.05593,0.335066,0.760094,1.308342,0.178952,-0.337086,0.074289,-0.082991,0.395153,0.245054,-0.961712,-0.199496,-0.043058
0.021679,0.074435,0.777486,-0.004764,-0.001336,0.203329,0.979098,-0.335023,0.309768,0.583077,0.398444,0.030855,0.048961,0.197565,-0.250827,-0.704416,0.274063,-0.265008,0.20567,0.102146,0.004085,0.109619,0.405958,-0.054683,0.351351,0.74419,1.30888,0.180887,-0.31677,0.067523,-0.107087,0.414363,0.230199,-0.949937,-0.194242,-0.024278
0.028895,0.086473,0.776705,-0.001973,-0.001531,0.219585,0.97559,-0.345246,0.285155,0.557309,0.43372,0.023983,0.069468,0.228362,-0.272953,-0.736751,0.280002,-0.259481,0.228264,0.109265,-0.004813,0.109952,0.391074,-0.056385,0.371082,0.730171,1.298804,0.183803,-0.284054,0.061155,-0.133578,0.427926,0.2292,-0.942139,-0.176517,-0.000148
0.03636,0.099372,0.775187,0.002072,-0.002453,0.235176,0.971947,-0.350945,0.259352,0.533539,0.478029,-0.013958,0.073318,0.25688,-0.299808,-0.761808,0.296627,-0.250086,0.24071,0.114893,-0.015352,0.111065,0.370247,-0.057916,0.385873,0.719484,1.288107,0.193759,-0.249964,0.057074,-0.154676,0.434189,0.250413,-0.929485,-0.134931,0.03933
0.043656,0.112886,0.774426,0.006564,-0.003653,0.249572,0.968327,-0.345622,0.228732,0.514999,0.507718,-0.051598,0.079361,0.278092,-0.332555,-0.777354,0.329916,-0.226767,0.242703,0.119406,-0.026485,0.112024,0.342499,-0.05903,0.392549,0.71218,1.281574,0.206962,-0.21107,0.048301,-0.17031,0.43614,0.294961,-0.923719,-0.069392,0.085483
0.051203,0.126744,0.776936,0.01199,-0.004823,0.263074,0.964689,-0.326386,0.190797,0.500607,0.513236,-0.079401,0.086643,0.29573,-0.371183,-0.789558,0.376135,-0.184904,0.226269,0.123748,-0.037582,0.112414,0.307877,-0.061495,0.390539,0.711549,1.279919,0.218755,-0.163769,0.037728,-0.175525,0.428037,0.365545,-0.916751,0.001518,0.119153
0.058273,0.140206,0.778472,0.018013,-0.006441,0.277683,0.960482,-0.300887,0.149204,0.48647,0.504005,-0.098517,0.094384,0.299184,-0.415626,-0.796364,0.444172,-0.136042,0.155581,0.126449,-0.049202,0.112667,0.267028,-0.066176,0.38108,0.717745,1.285834,0.239016,-0.119633,0.025946,-0.172222,0.404704,0.467807,-0.916114,0.088316,0.14044
0.065093,0.153153,0.779907,0.024106,-0.006732,0.29364,0.9555880000000002,-0.272559,0.104231,0.469871,0.479918,-0.10782,0.101255,0.292315,-0.463461,-0.805514,0.523137,-0.084899,0.035151,0.127621,-0.062225,0.112336,0.219716,-0.070979,0.360837,0.726259,1.299644,0.258594,-0.09089,0.016008,-0.158506,0.358177,0.588036,-0.917287,0.190153,0.143023
0.072304,0.166105,0.781982,0.031177,-0.006176,0.309762,0.950283,-0.24035,0.05648,0.45063,0.447514,-0.111645,0.107168,0.275972,-0.514558,-0.809126,0.610057,-0.031652,-0.092952,0.126659,-0.076005,0.112107,0.169543,-0.078596,0.336498,0.730078,1.306331,0.258443,-0.078033,0.013918,-0.13909,0.284482,0.705379,-0.911443,0.290256,0.124976
0.0796,0.178654,0.782352,0.039388,-0.006262,0.330325,0.943024,-0.20916,0.006589,0.421271,0.420129,-0.11611,0.113181,0.219689,-0.544253,-0.73432,0.720199,-0.020228,-0.136286,0.117744,-0.09037700000000001,0.115177,0.117683,-0.079753,0.316351,0.743182,1.316234,0.227869,-0.057583,0.028551,-0.12398,0.19954,0.796233,-0.900023,0.382963,0.089847
0.087015,0.190864,0.782071,0.045754,-0.008506,0.355513,0.933512,-0.178695,-0.03796,0.379608,0.401087,-0.1226,0.118598,0.117042,-0.523394,-0.574588,0.843742,-0.061847,-0.132136,0.100262,-0.102413,0.12137,0.070608,-0.077816,0.282649,0.739065,1.316352,0.194354,-0.044986,0.043325,-0.109215,0.126364,0.850053,-0.887416,0.436633,0.067051
0.094542,0.202776,0.781964,0.0493,-0.010676,0.379064,0.923994,-0.15109,-0.072499,0.33571,0.388115,-0.132042,0.12275,0.014726,-0.471703,-0.424609,0.941047,-0.085756,-0.107576,0.083507,-0.110478,0.126826,0.025378,-0.072267,0.241516,0.726777,1.307987,0.155062,-0.03356,0.069821,-0.111656,0.097365,0.870363,-0.89135,0.428312,0.076797
0.102149,0.214457,0.782268,0.050819,-0.01231,0.400023,0.915012,-0.125137,-0.099066,0.293132,0.376957,-0.142274,0.125746,-0.068345,-0.414548,-0.316883,0.999752,-0.090736,-0.082362,0.069844,-0.115439,0.13037,-0.014884,-0.060235,0.182301,0.710706,1.313337,0.121086,-0.023693,0.10686,-0.124442,0.086091,0.859537,-0.896772,0.375919,0.09453
0.109853,0.225976,0.782915,0.051422,-0.013316,0.418539,0.906644,-0.098987,-0.120347,0.25289,0.364778,-0.152289,0.127628,-0.13595,-0.368993,-0.249489,1.023806,-0.09776000000000001,-0.073727,0.057804,-0.1188,0.132675,-0.047354,-0.049951,0.117613,0.686401,1.316493,0.088709,-0.017779,0.151648,-0.136132,0.061788,0.826144,-0.890386,0.323005,0.10516
0.117623,0.23743,0.7838,0.051827,-0.014002,0.435742,0.898469,-0.071372,-0.13843,0.213852,0.35056,-0.161559,0.128854,-0.19494,-0.334075,-0.208263,1.02019,-0.107789,-0.082859,0.045711,-0.121118,0.13413,-0.070347,-0.040952,0.054342,0.653194,1.314328,0.062799,-0.009801,0.200288,-0.13634,0.017625,0.780898,-0.869961,0.289618,0.099989
0.125411,0.248967,0.784869,0.051876,-0.014184,0.451904,0.890444,-0.043076,-0.15372,0.175501,0.334861,-0.170423,0.12995,-0.246849,-0.300363,-0.179187,0.988715,-0.115449,-0.094933,0.032939,-0.122568,0.134658,-0.084281,-0.031346,-0.007418,0.615668,1.310241,0.044606,-0.004506,0.244853,-0.123759,-0.03428,0.735471,-0.843048,0.276495,0.077814
0.133154,0.260763,0.786047,0.050653,-0.013531,0.46823,0.88205,-0.015689,-0.166063,0.135394,0.317927,-0.178785,0.131713,-0.293638,-0.262657,-0.157065,0.929992,-0.113494,-0.100202,0.020537,-0.122625,0.134475,-0.090765,-0.021562,-0.063986,0.576106,1.300785,0.027926,-0.01121,0.283016,-0.105236,-0.076732,0.699825,-0.819977,0.272926,0.058031
0.140769,0.272855,0.786958,0.047911,-0.012208,0.484776,0.87324,0.009007,-0.174682,0.093966,0.302213,-0.187372,0.133943,-0.332881,-0.215297,-0.133176,0.841481,-0.105296,-0.099599,0.008777,-0.120036,0.13333,-0.091448,-0.013261,-0.112988,0.537274,1.283169,0.014214,-0.021955,0.31352,-0.084291,-0.109823,0.675262,-0.801206,0.272563,0.048503
0.148186,0.285318,0.78709,0.043915,-0.010355,0.501383,0.864048,0.029821,-0.179552,0.053142,0.289966,-0.197496,0.135396,-0.363818,-0.161189,-0.102607,0.727812,-0.090025,-0.091109,-0.001355,-0.114157,0.131067,-0.087865,-0.002103,-0.162091,0.503953,1.275582,0.011046,-0.035755,0.337809,-0.06635,-0.128138,0.661364,-0.793173,0.278226,0.057837
0.155376,0.298404,0.786514,0.037668,-0.007453,0.517197,0.855005,0.047912,-0.180454,0.013201,0.276098,-0.207327,0.136626,-0.382504,-0.103246,-0.06205,0.58553,-0.066032,-0.064473,-0.008329,-0.104829,0.126561,-0.082473,0.012314,-0.21228,0.47558,1.281581,0.012761,-0.05308,0.355613,-0.054136,-0.128833,0.655168,-0.800497,0.282256,0.081847
0.162613,0.31229,0.785328,0.030998,-0.003756,0.532007,0.846164,0.065591,-0.180001,-0.025413,0.262507,-0.218959,0.138129,-0.389843,-0.051298,-0.012447,0.428175,-0.044086,-0.032192,-0.011377,-0.092601,0.119987,-0.073944,0.028289,-0.261782,0.452102,1.298854,0.016856,-0.073684,0.370409,-0.046551,-0.121397,0.652527,-0.817689,0.280845,0.108378
0.169984,0.327089,0.783912,0.023959,-0.000274,0.544133,0.838657,0.087779,-0.176501,-0.059183,0.24332,-0.229255,0.139682,-0.388398,-0.009234,0.038581,0.272873,-0.02296,0.009652,-0.009988,-0.078591,0.112342,-0.057938,0.047295,-0.305546,0.430011,1.327337,0.017019,-0.092538,0.381619,-0.042224,-0.109933,0.654699,-0.839648,0.275797,0.129862
0.177695,0.342709,0.781739,0.019271,0.002038,0.553633,0.832535,0.111501,-0.17346,-0.085884,0.233554,-0.2466,0.141432,-0.391978,0.018112,0.078971,0.169813,-0.016974,0.026177,-0.006476,-0.064443,0.10711,-0.030343,0.061863,-0.330044,0.409011,1.349292,0.01703,-0.097267,0.390015,-0.040067,-0.102124,0.658967,-0.859249,0.269349,0.147246
