root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.651529,3.742186,0.777259,-0.030398,0.056751,0.9061,-0.418137,-0.236044,-0.36247,-0.112605,0.426,-0.1044,0.153249,0.165436,-0.281419,-0.552632,0.625299,-0.230012,0.000233,0.146092,-0.088141,0.046671,0.098032,0.109209,-0.030326,0.979428,1.567072,0.101899,-0.436262,0.253347,-0.196477,0.145095,0.574993,-1.207045,0.14486,0.358775
0.641253,3.733553,0.774279,-0.029788,0.06474,0.901153,-0.427603,-0.196566,-0.38171,-0.133679,0.410132,-0.114295,0.15214,0.084043,-0.327118,-0.482486,0.816452,-0.169616,-0.066991,0.135052,-0.105837,0.053054,0.079073,0.113398,-0.050891,0.975617,1.635526,0.1129,-0.411366,0.265564,-0.166868,0.109533,0.538807,-1.187537,0.1802,0.199191
0.631281,3.724817,0.770782,-0.028587,0.072563,0.896324,-0.436486,-0.158217,-0.399849,-0.155381,0.398739,-0.12452,0.153032,-0.027693,-0.34898,-0.365273,1.015094,-0.12073,-0.11455,0.117458,-0.120817,0.057542,0.059329,0.10822,-0.056534,0.964098,1.67848,0.120558,-0.371715,0.279685,-0.132202,0.076993,0.513331,-1.12409,0.181899,0.049738
0.621353,3.715957,0.767994,-0.026174,0.076876,0.89176,-0.445161,-0.125881,-0.411605,-0.178236,0.400548,-0.139764,0.155553,-0.13973,-0.345737,-0.250802,1.182244,-0.135668,-0.131431,0.097237,-0.129891,0.060644,0.036776,0.095102,-0.04268,0.948423,1.685691,0.124974,-0.331591,0.292044,-0.112269,0.064026,0.493127,-1.05453,0.156459,-0.055168
0.611469,3.70746,0.765416,-0.022096,0.07899,0.887383,-0.453677,-0.108835,-0.42086,-0.199629,0.434009,-0.16601,0.158264,-0.239161,-0.340774,-0.164159,1.31101,-0.171062,-0.15559,0.074449,-0.132082,0.065022,0.011215,0.074914,-0.018139,0.929564,1.661349,0.122858,-0.285108,0.302877,-0.11066,0.065539,0.472102,-1.008419,0.118153,-0.111893
0.601678,3.699362,0.763022,-0.017095,0.078536,0.882371,-0.463639,-0.099466,-0.425563,-0.219486,0.481585,-0.201217,0.161298,-0.328988,-0.326945,-0.092654,1.392499,-0.19723,-0.167407,0.047725,-0.128126,0.07157,-0.020641,0.050497,-0.000607,0.913636,1.623989,0.110215,-0.233289,0.31224,-0.111322,0.061639,0.449374,-0.99753,0.084017,-0.171586
0.5919,3.6913,0.761638,-0.01264,0.076276,0.878469,-0.471502,-0.085519,-0.424006,-0.238682,0.514845,-0.232833,0.164348,-0.412194,-0.282518,-0.018851,1.423953,-0.197195,-0.176338,0.019325,-0.119685,0.078586,-0.050596,0.027481,-0.004762,0.897168,1.593395,0.092813,-0.182223,0.318455,-0.093562,0.039558,0.436438,-0.998118,0.077077,-0.236972
0.582004,3.683097,0.761916,-0.010851,0.071232,0.876926,-0.475194,-0.069629,-0.413747,-0.254032,0.526953,-0.256619,0.166242,-0.482413,-0.215328,0.047503,1.392827,-0.18424,-0.149833,-0.006787,-0.108225,0.081876,-0.073545,0.011079,-0.038403,0.870384,1.577583,0.063798,-0.131993,0.319781,-0.052904,-0.000634,0.431525,-0.982457,0.091049,-0.292177
0.571846,3.674328,0.764365,-0.010582,0.063555,0.877867,-0.474551,-0.04418,-0.39335,-0.267867,0.507973,-0.267799,0.167599,-0.52441,-0.138083,0.101982,1.290382,-0.183864,-0.123695,-0.027498,-0.095305,0.079295,-0.082859,-0.00074,-0.081979,0.831897,1.559594,0.039482,-0.082487,0.32256,0.000367,-0.045338,0.434483,-0.9493140000000002,0.114957,-0.312062
0.561235,3.664675,0.768523,-0.011572,0.053528,0.880492,-0.470887,-0.009705,-0.364803,-0.281221,0.462437,-0.266987,0.169161,-0.529275,-0.051962,0.161468,1.120177,-0.179506,-0.098463,-0.043163,-0.080059,0.071916,-0.084689,-0.00869,-0.131276,0.792869,1.534287,0.014622,-0.05205,0.326053,0.043453,-0.076886,0.439619,-0.925191,0.135458,-0.28868
