root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
-1.350027,-1.400178,0.784336,-0.009941,0.021142,0.969515,0.243917,-0.154473,-0.142638,0.011097,0.260524,-0.182757,0.102208,0.011115,0.015461,-0.004023,0.714501,-0.096822,0.09966100000000001,0.021608,0.014047,0.082561,0.100697,0.180231,-0.210258,0.752664,0.781412,0.09615000000000001,0.080843,0.140157,-0.129957,-0.000449,0.633959,-0.935197,0.130135,-0.062398
-1.359142,-1.396438,0.781981,-0.006388,0.025382,0.968868,0.246192,-0.137196,-0.153792,0.016628,0.265263,-0.200844,0.104211,-0.035413,-0.00045,-0.002377,0.824889,-0.057546,0.129957,0.027979,0.003729,0.082685,0.096399,0.165395,-0.195676,0.743423,0.776005,0.092835,0.096933,0.122169,-0.152772,0.083096,0.669769,-0.9933940000000001,0.124275,-0.031645
-1.36842,-1.392292,0.781482,-0.002227,0.028956,0.968108,0.248843,-0.116044,-0.163419,0.021444,0.266614,-0.217456,0.105932,-0.083933,-0.013064,0.003098,0.938112,-0.010098,0.16408,0.033576,-0.006598,0.0839,0.085443,0.152344,-0.188299,0.746703,0.773218,0.094764,0.103279,0.117815,-0.170886,0.136843,0.683419,-1.025756,0.105054,-0.001682
-1.377507,-1.387932,0.779916,0.002889,0.03209,0.967228,0.251855,-0.091327,-0.172563,0.02573,0.264886,-0.233633,0.107398,-0.133443,-0.027074,0.006422,1.042982,0.046608,0.197077,0.038375,-0.016646,0.08636,0.076058,0.139394,-0.185857,0.753171,0.770805,0.097086,0.102921,0.118876,-0.175981,0.165568,0.689181,-1.030362,0.089913,0.024805
-1.386334,-1.383347,0.778278,0.007919,0.034234,0.966555,0.25404,-0.065418,-0.180013,0.02756,0.261015,-0.247465,0.108277,-0.181297,-0.04241,0.006681,1.135637,0.104842,0.23327,0.041641,-0.02609,0.089315,0.065609,0.128409,-0.189631,0.764375,0.770428,0.100008,0.096523,0.123206,-0.172225,0.176535,0.689349,-1.01664,0.082185,0.036949
-1.394711,-1.378537,0.776688,0.012695,0.036124,0.966064,0.25545,-0.043128,-0.186421,0.028375,0.262204,-0.259466,0.108336,-0.225449,-0.05351,0.009433,1.212866,0.134058,0.244998,0.042577,-0.034667,0.092107,0.053431,0.119862,-0.202968,0.782719,0.776848,0.104212,0.085448,0.12973,-0.165382,0.178607,0.688052,-0.995048,0.079627,0.034137
-1.402598,-1.373519,0.774972,0.017246,0.038422,0.9656380000000001,0.256454,-0.027483,-0.192748,0.029653,0.273985,-0.273632,0.107849,-0.264538,-0.05283,0.026879,1.266711,0.076786,0.24008,0.040677,-0.042127,0.09483,0.040696,0.111106,-0.223081,0.807573,0.788784,0.11172,0.07581,0.136778,-0.158758,0.177447,0.688955,-0.975704,0.085306,0.02011
-1.410186,-1.368293,0.773235,0.021135,0.040624,0.96529,0.257136,-0.017158,-0.198008,0.031091,0.293508,-0.290077,0.107053,-0.301349,-0.057635,0.041529,1.291927,-0.04978,0.199444,0.03741,-0.048619,0.097323,0.02856,0.100103,-0.244627,0.835707,0.797602,0.117636,0.06425,0.143658,-0.150016,0.171062,0.692266,-0.956363,0.09862000000000001,-0.003812
-1.417837,-1.362812,0.771927,0.024022,0.041433,0.965237,0.25695,-0.005036,-0.200195,0.030051,0.308414,-0.304011,0.105847,-0.336063,-0.074475,0.043174,1.284624,-0.143148,0.153699,0.032488,-0.054178,0.099061,0.017975,0.092755,-0.271844,0.86334,0.811761,0.118122,0.052054,0.149882,-0.135243,0.156709,0.696805,-0.928817,0.114952,-0.042047
-1.425545,-1.357081,0.771035,0.026194,0.041707,0.96544,0.25593,0.009386,-0.200873,0.02694,0.317623,-0.315262,0.104236,-0.366993,-0.090757,0.042196,1.242804,-0.196561,0.096534,0.025277,-0.058614,0.100558,0.012333,0.08965,-0.300733,0.882112,0.83266,0.103953,0.034457,0.154319,-0.118629,0.136606,0.702635,-0.891128,0.13124,-0.086549
-1.433235,-1.351145,0.770366,0.02731,0.04181,0.965683,0.254876,0.023934,-0.200358,0.022896,0.323501,-0.32758,0.102449,-0.394152,-0.096422,0.047324,1.171247,-0.241584,0.06042,0.016919,-0.061783,0.102148,0.015161,0.090064,-0.318929,0.882338,0.856526,0.076031,0.017946,0.154008,-0.110086,0.127476,0.709979,-0.863995,0.145711,-0.113935
-1.440987,-1.345033,0.769979,0.027288,0.041263,0.965929,0.254034,0.039674,-0.19786,0.017825,0.324254,-0.339172,0.100793,-0.417361,-0.094125,0.054996,1.075642,-0.273084,0.045023,0.008978,-0.063333,0.103439,0.030586,0.087292,-0.308919,0.854948,0.866784,0.038186,0.027294,0.146596,-0.107525,0.13007,0.723536,-0.852631,0.156861,-0.124892
-1.448841,-1.338795,0.769773,0.026457,0.040089,0.966072,0.253769,0.057479,-0.193476,0.012892,0.319043,-0.348948,0.099124,-0.435158,-0.092219,0.058688,0.961675,-0.284935,0.041882,0.002414,-0.063236,0.104257,0.04549,0.081293,-0.277982,0.824417,0.854644,-0.004844,0.063611,0.146486,-0.112993,0.139538,0.723094,-0.851973,0.163168,-0.118872
-1.456777,-1.332475,0.769587,0.024532,0.038698,0.966204,0.253674,0.076147,-0.187792,0.008365,0.307862,-0.355659,0.097025,-0.448787,-0.088997,0.060975,0.835716,-0.274364,0.041412,-0.002347,-0.061829,0.104523,0.061712,0.074895,-0.245286,0.791661,0.834145,-0.043441,0.112047,0.148095,-0.117402,0.145224,0.720828,-0.850471,0.167626,-0.11245
-1.464838,-1.32599,0.769357,0.021724,0.036907,0.966365,0.253584,0.096396,-0.180438,0.003632,0.290415,-0.358321,0.094297,-0.455826,-0.081349,0.066614,0.699798,-0.239866,0.052545,-0.005337,-0.059191,0.104,0.073651,0.074266,-0.224837,0.761665,0.822226,-0.073656,0.167966,0.151471,-0.118682,0.1461,0.720069,-0.843992,0.169195,-0.111386
-1.473081,-1.319311,0.768912,0.018519,0.035069,0.9665760000000002,0.253293,0.11832,-0.172596,-0.001504,0.268163,-0.357793,0.09141,-0.455728,-0.070406,0.078722,0.559448,-0.195087,0.063953,-0.00714,-0.055629,0.102674,0.079201,0.079754,-0.219315,0.73812,0.820999,-0.100136,0.21941,0.155702,-0.12009,0.14689,0.724532,-0.839641,0.172806,-0.109281
-1.481535,-1.312356,0.768265,0.014932,0.033464,0.966951,0.252315,0.140905,-0.164818,-0.007787,0.242852,-0.354096,0.088406,-0.449193,-0.058162,0.09825,0.426025,-0.156898,0.081674,-0.008578,-0.051527,0.100805,0.077717,0.089231,-0.223018,0.723358,0.827758,-0.115211,0.266806,0.159569,-0.122273,0.149585,0.732446,-0.841849,0.178246,-0.104504
-1.490282,-1.304919,0.767363,0.011695,0.032278,0.967527,0.250427,0.163529,-0.15734,-0.015181,0.219603,-0.34981,0.08473,-0.439119,-0.045141,0.123735,0.316878,-0.126715,0.102802,-0.009837,-0.047303,0.098751,0.071052,0.098778,-0.231211,0.716235,0.831943,-0.129189,0.306072,0.163647,-0.125423,0.153014,0.743131,-0.849532,0.183377,-0.096431
-1.499286,-1.296929,0.766083,0.009348,0.031462,0.968068,0.248529,0.185333,-0.150082,-0.022238,0.20217,-0.347385,0.080063,-0.430331,-0.034105,0.138752,0.259346,-0.1029,0.124756,-0.010568,-0.043595,0.097034,0.061049,0.108497,-0.240818,0.719327,0.831602,-0.139729,0.336246,0.16846,-0.126615,0.153667,0.755781,-0.857008,0.189696,-0.087547
-1.507993,-1.288676,0.765864,0.007831,0.030265,0.968667,0.246387,0.206274,-0.141481,-0.029716,0.189357,-0.34206,0.073713,-0.426608,-0.023927,0.143373,0.266114,-0.069888,0.12219,-0.011408,-0.040256,0.095981,0.048393,0.1185,-0.249785,0.730373,0.828279,-0.145518,0.361782,0.173224,-0.124081,0.15178,0.769085,-0.861683,0.19688,-0.079295
-1.517309,-1.279674,0.766305,0.00664,0.029557,0.96929,0.244046,0.225787,-0.132869,-0.036379,0.18184,-0.331386,0.066162,-0.423911,-0.015911,0.138662,0.289044,-0.038312,0.10438,-0.012696,-0.036912,0.09458200000000001,0.034097,0.127245,-0.257074,0.747498,0.82599,-0.144208,0.386888,0.177763,-0.119741,0.145925,0.780763,-0.862131,0.201744,-0.078284
-1.527652,-1.270064,0.768182,0.005592,0.028473,0.969721,0.242485,0.247273,-0.123683,-0.037403,0.179805,-0.313642,0.061541,-0.414909,-0.007626,0.131916,0.313905,-0.022933,0.081406,-0.014276,-0.032574,0.092731,0.021771,0.132199,-0.259568,0.770128,0.821849,-0.137566,0.40669,0.181628,-0.114258,0.138571,0.792648,-0.85942,0.207543,-0.078311
-1.53805,-1.260326,0.770443,0.004849,0.026918,0.970016,0.241497,0.263079,-0.112971,-0.035526,0.18411,-0.290192,0.054158,-0.408373,0.001761,0.124563,0.341521,-0.038064,0.060743,-0.016126,-0.026973,0.090782,0.011983,0.13187,-0.25518,0.79883,0.81497,-0.119362,0.412737,0.185009,-0.110611,0.135265,0.803234,-0.860195,0.209211,-0.079408
-1.54877,-1.250308,0.772964,0.004036,0.025683,0.970223,0.240814,0.273982,-0.102603,-0.035035,0.195235,-0.25959,0.042188,-0.397949,0.011143,0.118481,0.36337,-0.055738,0.03641,-0.018539,-0.02113,0.088351,0.0078,0.124617,-0.241938,0.828954,0.800041,-0.090818,0.394711,0.186893,-0.112282,0.140184,0.812639,-0.871639,0.210819,-0.076649
-1.559662,-1.240148,0.775837,0.00269,0.024305,0.970478,0.239948,0.281657,-0.092105,-0.039701,0.20799,-0.221425,0.027379,-0.380653,0.020438,0.112463,0.370886,-0.069756,0.011459,-0.021663,-0.015721,0.085157,0.007355,0.117305,-0.223747,0.851715,0.780562,-0.057952,0.342554,0.186407,-0.11471,0.146341,0.817679,-0.883957,0.208761,-0.069365
-1.570585,-1.229921,0.77871,0.001421,0.02325,0.9707420000000001,0.238994,0.28716,-0.082507,-0.046118,0.222938,-0.178164,0.012486,-0.35988,0.028586,0.106125,0.371763,-0.083829,-0.012113,-0.025469,-0.010693,0.081599,0.008444,0.113715,-0.206235,0.864125,0.764654,-0.017019,0.270655,0.184591,-0.116417,0.149296,0.817372,-0.892698,0.205888,-0.062406
-1.581405,-1.219748,0.78122,0.000329,0.022427,0.9710160000000002,0.237961,0.289682,-0.073583,-0.050779,0.243061,-0.135988,-0.002752,-0.337486,0.035448,0.099559,0.369364,-0.099654,-0.026504,-0.029217,-0.005992,0.077697,0.009979,0.118393,-0.199099,0.864677,0.762477,0.017019,0.200244,0.18201,-0.116596,0.147414,0.811499,-0.894756,0.201504,-0.060244
-1.591947,-1.20972,0.783257,-0.000849,0.021695,0.971274,0.236971,0.287504,-0.064858,-0.053164,0.27053,-0.097005,-0.019176,-0.315312,0.041979,0.093323,0.365404,-0.115429,-0.036897,-0.032453,-0.001559,0.0737,0.012705,0.131027,-0.202828,0.859731,0.774052,0.040267,0.140399,0.178713,-0.115721,0.143292,0.802512,-0.892164,0.194399,-0.062085
-1.60211,-1.199819,0.784851,-0.002103,0.020833,0.9714370000000001,0.23637,0.279966,-0.055936,-0.054842,0.306781,-0.060873,-0.038299,-0.292518,0.049254,0.087944,0.358171,-0.129334,-0.046288,-0.035227,0.002689,0.069959,0.015962,0.147852,-0.212743,0.854999,0.793396,0.053827,0.098163,0.173683,-0.114338,0.13826,0.793406,-0.887688,0.187748,-0.066769
-1.611873,-1.190139,0.785994,-0.002916,0.019713,0.97152,0.23612,0.265035,-0.047521,-0.055863,0.356959,-0.026393,-0.058208,-0.268354,0.057082,0.08354,0.348551,-0.142049,-0.054573,-0.037628,0.006771,0.067151,0.02014,0.16491,-0.223555,0.852389,0.813876,0.06313,0.074776,0.166075,-0.112739,0.134513,0.786511,-0.884518,0.18508,-0.071947
-1.62102,-1.180755,0.786558,-0.003432,0.018481,0.971699,0.235472,0.237501,-0.039955,-0.057545,0.428949,0.003293,-0.079128,-0.245436,0.064894,0.078889,0.340509,-0.155193,-0.061687,-0.039631,0.010283,0.065765,0.024699,0.179687,-0.229617,0.85104,0.828327,0.072664,0.062549,0.155583,-0.110747,0.132914,0.781224,-0.883098,0.184846,-0.075075
-1.629477,-1.171655,0.786813,-0.003409,0.017711,0.9720510000000001,0.234077,0.194291,-0.031381,-0.052263,0.52807,0.033768,-0.109461,-0.224286,0.071344,0.073585,0.335548,-0.169645,-0.06743,-0.041974,0.012575,0.065894,0.028772,0.191981,-0.2316,0.849143,0.836573,0.081162,0.055875,0.142697,-0.109013,0.132746,0.775982,-0.88364,0.184563,-0.078739
-1.637714,-1.162698,0.788952,-0.002828,0.017059,0.97262,0.231756,0.139022,-0.019054,-0.041185,0.653291,0.063234,-0.152329,-0.202693,0.076465,0.067052,0.331492,-0.18475,-0.071717,-0.044635,0.013815,0.067616,0.036228,0.201079,-0.228091,0.839217,0.840485,0.08565,0.05169,0.123838,-0.103695,0.132243,0.769979,-0.882635,0.191016,-0.080456
