root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.017362,0.020715,0.780503,0.005447,0.055861,-0.01958,0.998232,-0.170529,-0.059496,-0.023723,0.354622,-0.32688,0.049305,-0.228833,-0.039363,0.062972,0.438993,-0.325853,0.063199,-0.015468,-0.015557,-0.010277,0.176682,0.05372,0.06102,0.934844,0.9792090000000001,0.420999,0.059373,0.231203,-0.124654,-0.087771,0.620353,-0.862936,0.262553,0.051259
0.019443,0.023275,0.777092,0.009455,0.054198,-0.024476,0.998185,-0.175097,-0.069986,-0.012414,0.380545,-0.350111,0.053849,-0.278212,-0.043985,0.07512,0.544837,-0.34234,0.060247,-0.011016,-0.020338,-0.003242,0.17113,0.068247,0.093385,0.961115,0.9765680000000002,0.448079,0.045088,0.232989,-0.146745,-0.074186,0.643119,-0.876042,0.263976,0.062246
0.022366,0.025758,0.774521,0.01502,0.0524,-0.032196,0.997994,-0.179276,-0.081238,0.005076,0.407946,-0.375638,0.056265,-0.340689,-0.049265,0.085321,0.675772,-0.347191,0.066869,-0.006582,-0.026464,0.00416,0.16425,0.082481,0.129041,0.986589,0.968176,0.467574,0.025221,0.230861,-0.175504,-0.06004,0.665599,-0.88826,0.267681,0.067756
0.02594,0.027927,0.77035,0.021529,0.050738,-0.041587,0.997613,-0.182041,-0.092845,0.025881,0.433609,-0.401691,0.056966,-0.408312,-0.062398,0.076845,0.809567,-0.340441,0.069171,-0.00265,-0.033937,0.011199,0.153113,0.099269,0.15325,1.01865,0.970988,0.478079,0.003289,0.226828,-0.205559,-0.046051,0.687833,-0.89857,0.271853,0.068588
0.030261,0.029772,0.76633,0.026945,0.049511,-0.049822,0.9971660000000001,-0.180024,-0.102708,0.043978,0.449691,-0.422936,0.056935,-0.471008,-0.08431,0.047718,0.92441,-0.33512,0.049132,-0.000725,-0.041816,0.017161,0.132551,0.119518,0.167756,1.060852,0.987839,0.483106,-0.020146,0.223978,-0.22818,-0.037798,0.707792,-0.902377,0.277063,0.063882
0.036198,0.031426,0.765601,0.030233,0.048947,-0.054742,0.996842,-0.17287,-0.109879,0.05507,0.455461,-0.437946,0.056603,-0.528357,-0.112003,0.000902,1.001516,-0.337873,0.014319,-0.00185,-0.048695,0.021737,0.099223,0.141603,0.174085,1.108155,1.015975,0.484757,-0.052365,0.224949,-0.238598,-0.038477,0.723166,-0.897309,0.283902,0.05183
0.043342,0.032584,0.764234,0.031796,0.049373,-0.056339,0.996683,-0.163432,-0.115198,0.059096,0.456156,-0.450091,0.057039,-0.569938,-0.141967,-0.060016,1.023833,-0.339747,-0.027079,-0.005926,-0.053684,0.024686,0.052452,0.159797,0.164091,1.147073,1.052047,0.483545,-0.104668,0.230324,-0.236303,-0.041698,0.733688,-0.885242,0.292672,0.031336
0.051806,0.033267,0.762965,0.032068,0.050504,-0.05599,0.9966370000000001,-0.151367,-0.118991,0.05803,0.453353,-0.461074,0.058986,-0.600443,-0.166162,-0.128207,0.999351,-0.336191,-0.067373,-0.012413,-0.056357,0.026593,0.004278,0.177925,0.134414,1.156344,1.089593,0.46896,-0.178404,0.235976,-0.232575,-0.0441,0.740262,-0.872384,0.297828,0.015515
0.061685,0.033471,0.761725,0.031377,0.051673,-0.055092,0.99665,-0.135196,-0.121085,0.054351,0.447718,-0.472142,0.06166,-0.626709,-0.170451,-0.18064,0.941884,-0.328377,-0.071196,-0.020379,-0.056328,0.028543,-0.038154,0.20338,0.104304,1.135922,1.122551,0.421134,-0.243624,0.243601,-0.227617,-0.039561,0.743799,-0.863886,0.300052,0.005446
0.072975,0.033181,0.760267,0.03064,0.052435,-0.054412,0.99667,-0.115012,-0.1225,0.050461,0.441053,-0.484407,0.064095,-0.650226,-0.153427,-0.20579,0.865628,-0.315151,-0.056168,-0.028405,-0.054101,0.031301,-0.075114,0.228111,0.084985,1.087477,1.145476,0.367507,-0.269552,0.252799,-0.222465,-0.028043,0.745104,-0.860424,0.302398,0.001173
0.085582,0.032464,0.758848,0.028745,0.053019,-0.054054,0.996715,-0.089364,-0.12088,0.046509,0.428399,-0.494594,0.065758,-0.670845,-0.128329,-0.2163,0.779315,-0.286909,-0.048944,-0.035272,-0.050476,0.034976,-0.109297,0.241252,0.074308,1.022888,1.159594,0.336744,-0.240885,0.265614,-0.214885,-0.012153,0.742315,-0.859448,0.306967,0.003505
0.099511,0.031276,0.757261,0.026331,0.053164,-0.053596,0.9967990000000002,-0.058601,-0.117437,0.042375,0.411164,-0.503466,0.066946,-0.688625,-0.103745,-0.218951,0.69553,-0.253428,-0.038339,-0.041095,-0.04592,0.039404,-0.139715,0.24942,0.065928,0.95305,1.167125,0.323105,-0.168966,0.275793,-0.204675,0.004758,0.742231,-0.857372,0.315482,0.013643
0.114804,0.029646,0.755204,0.023856,0.052938,-0.052924,0.996909,-0.023463,-0.113278,0.037981,0.390888,-0.512827,0.066945,-0.699877,-0.083475,-0.219703,0.617598,-0.235466,-0.031278,-0.04643,-0.040879,0.044148,-0.166918,0.251756,0.053153,0.886989,1.170059,0.318136,-0.075321,0.284404,-0.192279,0.019909,0.744817,-0.853029,0.325365,0.03012
0.131462,0.027636,0.752385,0.021505,0.05196,-0.051411,0.997093,0.014334,-0.10932,0.032166,0.37306,-0.526133,0.067294,-0.710261,-0.061511,-0.202509,0.561017,-0.21858,-0.039225,-0.052598,-0.034941,0.049473,-0.189034,0.254542,0.039189,0.825119,1.168052,0.309405,0.005584,0.287762,-0.1788,0.03114,0.754813,-0.848116,0.332459,0.046547
0.149276,0.025253,0.748975,0.019322,0.050418,-0.049018,0.997337,0.050119,-0.105142,0.025322,0.365023,-0.537674,0.066038,-0.720735,-0.03784,-0.165539,0.53392,-0.209012,-0.035637,-0.059913,-0.028036,0.055259,-0.20457,0.245636,0.027271,0.772223,1.158318,0.301479,0.060065,0.294467,-0.166767,0.040519,0.761848,-0.843549,0.333348,0.057848
0.167907,0.022517,0.745224,0.016468,0.049489,-0.045478,0.997603,0.08152,-0.098768,0.01663,0.36468,-0.54962,0.062073,-0.725968,-0.01917,-0.135712,0.527937,-0.204833,-0.032106,-0.067786,-0.020315,0.060429,-0.212795,0.226817,0.024645,0.725266,1.135363,0.294186,0.082171,0.301942,-0.154788,0.049001,0.767615,-0.839642,0.327329,0.063722
0.187282,0.019318,0.741427,0.013376,0.049618,-0.039565,0.997895,0.104797,-0.090005,0.005427,0.377124,-0.558258,0.055048,-0.722324,-0.016169,-0.132838,0.537985,-0.173698,-0.041626,-0.075764,-0.011544,0.063899,-0.215572,0.1995,0.026546,0.684649,1.100684,0.288251,0.081288,0.310299,-0.142438,0.055222,0.772548,-0.835229,0.315855,0.066717
0.207442,0.015728,0.73803,0.009676,0.051101,-0.031318,0.998155,0.118476,-0.078013,-0.008612,0.405092,-0.554725,0.045388,-0.711746,-0.025433,-0.155489,0.566069,-0.142965,-0.074671,-0.083611,-0.001651,0.065651,-0.214584,0.173082,0.017286,0.653666,1.070357,0.283855,0.066128,0.318208,-0.128744,0.059322,0.776291,-0.830528,0.303304,0.068131
0.228625,0.011971,0.740631,0.005338,0.052635,-0.023145,0.998331,0.126539,-0.063933,-0.022013,0.45252,-0.525399,0.036019,-0.700444,-0.03225,-0.177044,0.601608,-0.123737,-0.093775,-0.09129300000000001,0.009097,0.066898,-0.206386,0.158148,-0.013561,0.634158,1.064987,0.282062,0.040112,0.32277,-0.115093,0.064525,0.780761,-0.828806,0.295069,0.0673
0.250448,0.008173,0.742959,0.002293,0.052503,-0.01776,0.99846,0.118536,-0.052056,-0.031187,0.52783,-0.460503,0.024202,-0.68283,-0.032102,-0.186394,0.634797,-0.133035,-0.096579,-0.098282,0.01856,0.068896,-0.186494,0.154546,-0.059302,0.62552,1.091431,0.285137,0.011148,0.321577,-0.104005,0.073846,0.787706,-0.832975,0.293595,0.065362
0.27271,0.004463,0.744561,9.8e-05,0.050729,-0.014509,0.998607,0.086074,-0.042509,-0.036539,0.64491,-0.352547,0.003977,-0.6507,-0.02676,-0.19008,0.652841,-0.156265,-0.1049,-0.104025,0.024785,0.071615,-0.157238,0.155177,-0.101578,0.629789,1.136278,0.295838,-0.009221,0.314599,-0.093996,0.086711,0.794876,-0.840703,0.296307,0.067056
0.294545,0.000722,0.74833,-0.000684,0.048134,-0.010897,0.998781,0.018505,-0.039721,-0.050006,0.808096,-0.201706,-0.045296,-0.606421,-0.021259,-0.194511,0.645277,-0.182119,-0.120834,-0.10746,0.027542,0.07373,-0.12606,0.150539,-0.125043,0.65136,1.175179,0.315533,-0.016705,0.30497,-0.085882,0.098195,0.79459,-0.845954,0.298123,0.075916
0.317201,-0.002677,0.755005,-0.000476,0.045581,-0.006129,0.9989420000000001,-0.075896,-0.049944,-0.077723,1.003965,-0.074747,-0.108921,-0.551531,-0.018702,-0.201701,0.621099,-0.206396,-0.126707,-0.108216,0.02812,0.074667,-0.09855100000000001,0.139754,-0.12501,0.689231,1.191375,0.341457,-0.017456,0.295097,-0.083398,0.106687,0.780789,-0.846435,0.29585,0.090295
0.340227,-0.005709,0.760834,-0.000346,0.043345,-0.001641,0.999059,-0.183363,-0.045719,-0.077787,1.183293,-0.01331,-0.141907,-0.494293,-0.01763,-0.211988,0.591535,-0.228692,-0.114315,-0.107615,0.028793,0.07498,-0.07444,0.128717,-0.107955,0.737764,1.184231,0.366276,-0.019204,0.283463,-0.090977,0.11479,0.754132,-0.845319,0.289633,0.102147
0.363719,-0.008209,0.765758,-0.001606,0.040939,-0.0009010000000000001,0.99916,-0.292388,-0.015639,-0.056551,1.31071,-0.044078,-0.134368,-0.437522,-0.01132,-0.219268,0.562204,-0.248445,-0.101475,-0.103865,0.031207,0.075478,-0.05107,0.119285,-0.089893,0.799776,1.166082,0.384676,-0.019486,0.272436,-0.108692,0.124286,0.715705,-0.849161,0.28324,0.100293
0.387987,-0.010368,0.769703,-0.002282,0.03785,-0.005232,0.999267,-0.390969,0.030873,-0.021715,1.369656,-0.086828,-0.111332,-0.379682,-0.000551,-0.216806,0.533355,-0.268528,-0.091425,-0.095728,0.034908,0.075247,-0.02796,0.122238,-0.081821,0.862008,1.152954,0.391385,-0.036686,0.250414,-0.133962,0.130633,0.686084,-0.85628,0.280549,0.078064
0.41297,-0.012031,0.771982,-0.004947,0.034488,-0.012304,0.999317,-0.481887,0.071498,0.006512,1.371551,-0.128378,-0.075697,-0.324411,0.015103,-0.208536,0.511928,-0.291561,-0.083342,-0.083351,0.03961,0.074541,-0.000352,0.143258,-0.089041,0.917957,1.15628,0.385659,-0.070775,0.217386,-0.155435,0.12828,0.675743,-0.859785,0.283109,0.040163
0.43891,-0.013237,0.77242,-0.010194,0.03123,-0.019603,0.999268,-0.55832,0.097056,0.024132,1.317613,-0.17623,-0.05121,-0.271633,0.033562,-0.199405,0.499555,-0.319785,-0.075492,-0.068629,0.045889,0.073246,0.030231,0.166651,-0.10997,0.969388,1.174957,0.377748,-0.105211,0.188841,-0.167684,0.112754,0.671133,-0.855944,0.288972,0.001016
0.466095,-0.014152,0.771469,-0.016707,0.027894,-0.02622,0.999127,-0.615867,0.101914,0.03049,1.209432,-0.207933,-0.030471,-0.216512,0.052055,-0.190962,0.489334,-0.351643,-0.066713,-0.053192,0.053783,0.071663,0.065358,0.183356,-0.133118,1.006695,1.196781,0.374944,-0.131487,0.164727,-0.173959,0.084061,0.672411,-0.845378,0.289193,-0.02929
0.494445,-0.015032,0.769803,-0.021755,0.02448,-0.032104,0.998948,-0.650319,0.094234,0.032622,1.052704,-0.201636,-0.01744,-0.153917,0.066604,-0.182156,0.469848,-0.382473,-0.057094,-0.038477,0.061984,0.069558,0.102668,0.195964,-0.141662,1.030111,1.207272,0.372367,-0.145639,0.144296,-0.182337,0.056443,0.667788,-0.833772,0.287391,-0.044055
0.523467,-0.015833,0.767046,-0.026775,0.02125,-0.0377,0.998704,-0.657678,0.082565,0.032388,0.855137,-0.182658,-0.042684,-0.088949,0.07922,-0.173608,0.448095,-0.412767,-0.047037,-0.025138,0.069771,0.066501,0.141993,0.203347,-0.130375,1.041795,1.201969,0.374728,-0.147557,0.127207,-0.194925,0.040847,0.65994,-0.829993,0.282512,-0.048237
0.552146,-0.016881,0.763926,-0.028201,0.0189,-0.04388,0.99846,-0.647919,0.067436,0.031658,0.648168,-0.122272,-0.061754,-0.024538,0.08461,-0.162882,0.420033,-0.43484,-0.036993,-0.013119,0.075636,0.062545,0.181933,0.202608,-0.104524,1.04496,1.183963,0.379147,-0.141404,0.112502,-0.214272,0.03483,0.651292,-0.840102,0.274409,-0.046318
0.580095,-0.017934,0.759874,-0.028853,0.017052,-0.050765,0.998148,-0.634669,0.060657,0.031563,0.479997,-0.058021,-0.068169,0.029849,0.086658,-0.149994,0.40632,-0.456339,-0.027017,-0.002952,0.078699,0.058764,0.216815,0.193805,-0.073935,1.045716,1.163516,0.388509,-0.133397,0.09806,-0.232433,0.037199,0.644638,-0.855711,0.270283,-0.041937
0.607349,-0.018808,0.755327,-0.030489,0.014859,-0.057986,0.997741,-0.622199,0.063307,0.03872,0.386167,-0.041913,-0.051401,0.072236,0.087886,-0.136573,0.416542,-0.476609,-0.016834,0.004915,0.079461,0.055771,0.246372,0.182055,-0.046414,1.047965,1.147052,0.397333,-0.127682,0.086571,-0.244308,0.039457,0.640417,-0.868285,0.271368,-0.035438
0.634241,-0.019339,0.753744,-0.030945,0.012023,-0.064868,0.997341,-0.613234,0.067435,0.051101,0.372818,-0.034637,-0.022689,0.106431,0.084019,-0.125062,0.44864,-0.483252,-0.004387,0.010591,0.077615,0.053634,0.267393,0.166731,-0.027835,1.054863,1.137745,0.401984,-0.128328,0.080637,-0.250501,0.037199,0.635206,-0.874602,0.276317,-0.026821
0.660389,-0.019158,0.749465,-0.028867,0.008439,-0.070773,0.997039,-0.603105,0.065414,0.054825,0.418527,0.005521,-0.024388,0.125873,0.07078,-0.11258,0.505255,-0.472989,0.012041,0.014551,0.072569,0.051892,0.276588,0.148863,-0.021412,1.068616,1.137562,0.402154,-0.137494,0.081949,-0.254373,0.031907,0.626712,-0.875772,0.281493,-0.017155
0.684912,-0.018235,0.748205,-0.02329,0.003959,-0.074354,0.996952,-0.594691,0.051291,0.055224,0.477668,0.040505,-0.029803,0.117737,0.046802,-0.096052,0.61079,-0.428776,0.033265,0.017226,0.064932,0.051286,0.269622,0.128786,-0.028418,1.088599,1.148052,0.399403,-0.154181,0.090102,-0.259694,0.025872,0.615475,-0.873856,0.284839,-0.007297
0.708661,-0.016635,0.745143,-0.016138,-0.001392,-0.075669,0.997001,-0.58539,0.02892,0.059357,0.546287,0.014429,0.009569,0.070842,0.016104,-0.079814,0.782503,-0.355933,0.050651,0.019404,0.054955,0.053427,0.247282,0.110456,-0.04322,1.106884,1.165811,0.395161,-0.173788,0.10225,-0.265952,0.02259,0.604624,-0.871384,0.286692,0.004974
0.731231,-0.015157,0.74417,-0.007223,-0.006053,-0.076128,0.9970540000000001,-0.571729,0.006962,0.071918,0.604504,-0.04344,0.015781,-0.008574,-0.025552,-0.067096,0.99789,-0.298651,0.07252,0.02126,0.04236,0.057267,0.21554,0.09448,-0.051775,1.10756,1.17881,0.390065,-0.186511,0.11174,-0.272714,0.026162,0.595384,-0.871503,0.288115,0.02327
0.752659,-0.014394,0.743157,0.00325,-0.008545,-0.07769,0.996936,-0.55196,-0.013857,0.088081,0.64176,-0.10091,0.01156,-0.110665,-0.096436,-0.076802,1.202017,-0.303502,0.040078,0.02252,0.026974,0.060891,0.183181,0.081889,-0.037336,1.0761,1.17249,0.384844,-0.179562,0.111016,-0.27913,0.039474,0.587484,-0.875502,0.28853,0.04555
0.773136,-0.014635,0.743376,0.014163,-0.008029,-0.077567,0.996854,-0.526626,-0.03682,0.100179,0.653823,-0.148816,-0.001911,-0.217807,-0.197796,-0.115514,1.328883,-0.358038,-0.057608,0.020124,0.009553,0.062591,0.154058,0.073399,0.002897,1.01149,1.143366,0.377782,-0.146876,0.099085,-0.283366,0.059493,0.580663,-0.881107,0.287485,0.063237
0.792844,-0.016183,0.744239,0.024829,-0.005942,-0.07062,0.997177,-0.502175,-0.066172,0.100124,0.656076,-0.191287,-0.024208,-0.323092,-0.265245,-0.141749,1.367236,-0.403838,-0.131523,0.012104,-0.00802,0.063383,0.125605,0.067683,0.049744,0.927494,1.104025,0.363803,-0.094978,0.083983,-0.286576,0.078223,0.574123,-0.883943,0.285915,0.071112
0.812287,-0.018941,0.746258,0.032723,-0.003836,-0.055767,0.9979,-0.47699,-0.099473,0.083493,0.653783,-0.226437,-0.040152,-0.419174,-0.273096,-0.135068,1.329833,-0.423689,-0.125705,0.001624,-0.022783,0.063878,0.092189,0.065056,0.077401,0.840716,1.073945,0.342277,-0.03832,0.070948,-0.29209,0.093841,0.567968,-0.87664,0.284954,0.071937
0.831425,-0.0227,0.750944,0.038701,-0.00172,-0.03562,0.998614,-0.454058,-0.133891,0.054526,0.651577,-0.259759,-0.052678,-0.503568,-0.238019,-0.094214,1.232107,-0.417704,-0.092375,-0.008738,-0.034144,0.064344,0.060985,0.070325,0.074997,0.755763,1.061465,0.310352,0.012222,0.067182,-0.299475,0.105235,0.556725,-0.86656,0.282302,0.067971
0.85073,-0.027535,0.753326,0.043094,0.001137,-0.012244,0.998995,-0.431905,-0.165885,0.016935,0.654456,-0.289763,-0.062442,-0.561531,-0.180726,-0.021242,1.077812,-0.41376,-0.037515,-0.018643,-0.042943,0.06383,0.034356,0.084925,0.051086,0.677708,1.066091,0.268744,0.053773,0.067815,-0.307258,0.120933,0.539865,-0.857738,0.283099,0.060101
0.870049,-0.032978,0.754358,0.042671,0.004197,0.016409,0.998946,-0.406994,-0.193045,-0.035334,0.655064,-0.313389,-0.066537,-0.584002,-0.086664,0.122751,0.883313,-0.369076,0.00298,-0.029735,-0.047815,0.061971,0.003273,0.104735,0.007084,0.598182,1.081785,0.238738,0.075406,0.075496,-0.313554,0.135573,0.519031,-0.850574,0.282986,0.050431
0.889052,-0.038744,0.752935,0.037377,0.007049,0.05324,0.9978570000000001,-0.38145,-0.218529,-0.106312,0.659087,-0.327502,-0.061105,-0.555983,0.032222,0.376241,0.694311,-0.292508,0.084693,-0.041389,-0.046597,0.058975,-0.024989,0.132544,-0.044406,0.522258,1.097634,0.20805,0.082731,0.081492,-0.314079,0.143612,0.507284,-0.842084,0.28516,0.038999
0.907343,-0.044727,0.753173,0.03106,0.008869,0.098869,0.994576,-0.363826,-0.248799,-0.191414,0.675888,-0.345426,-0.055035,-0.493684,0.118672,0.650221,0.566519,-0.241616,0.167054,-0.049442,-0.041916,0.056308,-0.065449,0.149094,-0.105219,0.464017,1.110549,0.187859,0.082041,0.100464,-0.311267,0.138304,0.493516,-0.82923,0.291145,0.024157
0.924465,-0.051649,0.753201,0.025985,0.00985,0.14866,0.988498,-0.352327,-0.281756,-0.281481,0.704874,-0.365709,-0.061113,-0.442112,0.15186,0.754472,0.525571,-0.185804,0.244168,-0.046716,-0.039745,0.055798,-0.113479,0.150423,-0.170035,0.427349,1.11629,0.175942,0.07841,0.128727,-0.303154,0.121306,0.479434,-0.813109,0.301977,0.006212
0.940735,-0.059976,0.752466,0.021608,0.010743,0.204768,0.978513,-0.346162,-0.316485,-0.379589,0.742529,-0.384726,-0.083269,-0.425153,0.143398,0.723991,0.550717,-0.167419,0.247533,-0.03859,-0.039863,0.057379,-0.1595,0.137629,-0.234768,0.408814,1.112515,0.169079,0.073447,0.16008,-0.288615,0.097277,0.472138,-0.797614,0.318004,-0.015833
0.955382,-0.068919,0.752506,0.015136,0.014064,0.266797,0.963531,-0.346642,-0.349653,-0.48837,0.777991,-0.399411,-0.128489,-0.434099,0.097415,0.609784,0.580451,-0.201914,0.247117,-0.028731,-0.040706,0.059169,-0.195217,0.12073,-0.297667,0.400385,1.101996,0.165546,0.067118,0.185161,-0.263983,0.073102,0.482368,-0.78321,0.337953,-0.044776
0.968616,-0.077572,0.757541,0.00418,0.020419,0.333043,0.9426810000000002,-0.359178,-0.377587,-0.598958,0.811776,-0.415485,-0.215252,-0.438378,0.04272,0.471347,0.588905,-0.231118,0.237205,-0.019064,-0.038389,0.059849,-0.213751,0.110835,-0.35833,0.39564,1.092942,0.166226,0.061207,0.196059,-0.234709,0.062853,0.521621,-0.769768,0.357351,-0.073572
0.980781,-0.085879,0.760272,-0.008422,0.026817,0.401263,0.915532,-0.380053,-0.413906,-0.662514,0.85209,-0.418458,-0.24638,-0.437575,-0.011457,0.331579,0.590312,-0.248724,0.214071,-0.011102,-0.030691,0.061449,-0.209196,0.113627,-0.415485,0.393024,1.093882,0.172199,0.059259,0.191143,-0.218973,0.088088,0.593803,-0.761919,0.366889,-0.072913
0.992003,-0.093406,0.762921,-0.018751,0.031039,0.469163,0.882367,-0.411289,-0.444388,-0.665898,0.886546,-0.413941,-0.247697,-0.420977,-0.070928,0.190703,0.579148,-0.260582,0.192994,-0.005124,-0.019209,0.065013,-0.183179,0.131148,-0.465675,0.395925,1.107111,0.182782,0.061315,0.175712,-0.230158,0.16322,0.68588,-0.769061,0.354226,-0.016025
1.002539,-0.100321,0.766046,-0.025864,0.032851,0.535927,0.843229,-0.45864,-0.443569,-0.613114,0.908436,-0.414482,-0.247742,-0.386429,-0.13214,0.047048,0.556793,-0.267181,0.17657,-0.001471,-0.005686,0.069832,-0.148396,0.160824,-0.500636,0.410635,1.12515,0.198763,0.062598,0.159291,-0.264334,0.272672,0.769196,-0.794582,0.315598,0.073736
1.012524,-0.106676,0.769121,-0.033086,0.031895,0.600527,0.798283,-0.526465,-0.385968,-0.491521,0.931793,-0.410116,-0.24759,-0.338978,-0.184702,-0.103328,0.528911,-0.269543,0.163563,0.000151,0.009852,0.073807,-0.117471,0.198606,-0.505775,0.440131,1.134831,0.225672,0.057088,0.149635,-0.301717,0.374554,0.823453,-0.822478,0.273587,0.142426
1.022195,-0.112032,0.7718,-0.04144,0.029591,0.658266,0.751061,-0.588835,-0.284368,-0.349427,0.954487,-0.404797,-0.245025,-0.286007,-0.221869,-0.253891,0.498055,-0.270084,0.154876,0.00563,0.024672,0.07407,-0.092773,0.237022,-0.46669,0.479696,1.126896,0.27083,0.045723,0.149525,-0.32525,0.437304,0.853132,-0.834259,0.259576,0.168917
1.031354,-0.115834,0.77391,-0.050381,0.026252,0.708224,0.703699,-0.62779,-0.173943,-0.219588,0.965425,-0.396692,-0.194731,-0.230888,-0.243247,-0.398399,0.466829,-0.270627,0.148761,0.014742,0.0367,0.070392,-0.072754,0.27016,-0.37862,0.518545,1.104048,0.334643,0.043684,0.157322,-0.330273,0.451864,0.872149,-0.821497,0.278017,0.156503
1.039377,-0.117843,0.775388,-0.058613,0.02141,0.751721,0.656523,-0.649212,-0.074217,-0.127874,0.958832,-0.388886,-0.127797,-0.173338,-0.252243,-0.534296,0.436782,-0.272221,0.147119,0.024465,0.044864,0.064869,-0.058633,0.298045,-0.257238,0.547549,1.085713,0.407936,0.077424,0.170065,-0.319146,0.425145,0.890412,-0.787152,0.312915,0.109862
1.04588,-0.118398,0.776746,-0.064774,0.016817,0.790538,0.608746,-0.662449,0.013961,-0.061819,0.937695,-0.369237,-0.059841,-0.112003,-0.253133,-0.663383,0.400095,-0.269699,0.150001,0.03275,0.04937,0.059269,-0.054478,0.326036,-0.141182,0.57639,1.100634,0.470755,0.154727,0.185078,-0.299391,0.378456,0.911778,-0.746958,0.347838,0.041388
1.050554,-0.118002,0.777834,-0.069661,0.012874,0.824928,0.560781,-0.676519,0.09670500000000001,-0.005549,0.903814,-0.331207,0.010691,-0.051682,-0.247398,-0.786335,0.359695,-0.262682,0.156701,0.040252,0.051342,0.054627,-0.06295,0.365728,-0.048495,0.642478,1.172056,0.484898,0.230683,0.199988,-0.276972,0.341684,0.936627,-0.721293,0.373907,-0.024971
1.053279,-0.117137,0.778262,-0.074903,0.009223,0.854075,0.514646,-0.691737,0.179176,0.058469,0.856264,-0.275755,0.09146000000000001,0.000373,-0.2362,-0.899977,0.323355,-0.254135,0.165782,0.048192,0.052601,0.051072,-0.084509,0.408868,-0.018672,0.736675,1.274989,0.48543,0.231103,0.207587,-0.260512,0.333645,0.962479,-0.719143,0.385085,-0.061838
1.053986,-0.116069,0.777981,-0.080773,0.006143,0.877592,0.472515,-0.704327,0.257624,0.131906,0.795574,-0.225544,0.138254,0.041788,-0.22295,-1.000621,0.293834,-0.24545,0.176431,0.056452,0.053754,0.048646,-0.108822,0.439294,-0.054538,0.825933,1.355231,0.482298,0.141386,0.202711,-0.256441,0.350613,0.983146,-0.733509,0.378321,-0.063462
1.052471,-0.114824,0.777,-0.086821,0.002948,0.896158,0.435149,-0.712506,0.31936,0.204121,0.729464,-0.183719,0.169167,0.075809,-0.209145,-1.08745,0.270865,-0.237339,0.188739,0.064146,0.054575,0.04756,-0.123291,0.459466,-0.090263,0.893711,1.39298,0.451641,0.020175,0.189003,-0.262127,0.374245,0.990729,-0.749399,0.358937,-0.0497
