root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
-0.005741,0.050183,0.791049,0.014947,-0.026363,0.037481,0.998838,0.007074,0.02465,0.410814,0.268688,-0.17014,0.051393,-0.150359,-0.259494,-0.233644,0.560942,-0.152624,0.048791,0.023179,-0.080167,0.116261,0.001499,-0.061179,0.059489,0.750983,1.277349,0.287192,0.165307,0.266748,0.043687,-0.244897,0.456561,-0.915285,0.221903,-0.112057
-0.005921,0.052086,0.792778,0.016545,-0.026975,0.037866,0.998782,0.005811,0.019316,0.411162,0.275161,-0.174213,0.05501,-0.166308,-0.270332,-0.230816,0.595464,-0.150485,0.03643,0.022721,-0.083687,0.118971,0.010191,-0.065822,0.063565,0.75061,1.253854,0.287428,0.18076,0.28768,0.045822,-0.253933,0.454339,-0.900633,0.238326,-0.127516
-0.005852,0.053788,0.792672,0.018266,-0.027668,0.038517,0.998708,0.006016,0.013328,0.411016,0.279072,-0.177795,0.058259,-0.176436,-0.280794,-0.233423,0.619462,-0.150505,0.026078,0.022354,-0.087851,0.12081,0.026218,-0.060186,0.068368,0.75034,1.232554,0.281825,0.184711,0.298707,0.041886,-0.262893,0.477162,-0.890105,0.256506,-0.12813
-0.005479,0.055336,0.792276,0.019847,-0.028585,0.039521,0.998613,0.008059,0.007174,0.410028,0.280373,-0.18025,0.061154,-0.178006,-0.291408,-0.243408,0.630988,-0.152701,0.017506,0.022254,-0.092316,0.121607,0.040653,-0.052567,0.070079,0.756558,1.217084,0.28079,0.172217,0.309762,0.038324,-0.272847,0.510904,-0.880322,0.272138,-0.121639
-0.004804,0.056694,0.791973,0.021255,-0.029725,0.041005,0.99849,0.011598,0.001164,0.407844,0.279974,-0.181811,0.063582,-0.170901,-0.30257,-0.262027,0.631078,-0.157059,0.012265,0.022778,-0.096751,0.121587,0.054318,-0.041458,0.067874,0.769234,1.209462,0.282244,0.140173,0.31966,0.036072,-0.28522,0.553035,-0.871534,0.28701,-0.117502
-0.003895,0.057816,0.791855,0.022626,-0.030864,0.042846,0.998348,0.015565,-0.004491,0.404667,0.279326,-0.18295,0.065425,-0.158495,-0.314637,-0.287823,0.624252,-0.160383,0.011483,0.02436,-0.100919,0.121244,0.066704,-0.027286,0.064033,0.785642,1.209432,0.288191,0.094506,0.327356,0.035466,-0.29831,0.601332,-0.862814,0.303772,-0.109273
-0.002858,0.058716,0.791893,0.02379,-0.031774,0.045224,0.998188,0.018859,-0.009446,0.400313,0.279263,-0.184419,0.066939,-0.144599,-0.325302,-0.313243,0.614424,-0.160765,0.012274,0.026409,-0.104509,0.121024,0.076769,-0.010783,0.057751,0.804248,1.217736,0.296671,0.038777,0.333755,0.034473,-0.307328,0.649158,-0.858763,0.319087,-0.092446
-0.001829,0.059385,0.79198,0.024663,-0.032585,0.047881,0.998017,0.021831,-0.013566,0.395313,0.27909,-0.185618,0.068214,-0.133831,-0.332902,-0.330851,0.607743,-0.159051,0.013111,0.028009,-0.107486,0.121211,0.086202,0.006839,0.047151,0.821385,1.235631,0.300184,-0.014462,0.340285,0.032652,-0.310542,0.688176,-0.863863,0.324902,-0.078654
-0.000861,0.059809,0.791985,0.025459,-0.033194,0.050658,0.99784,0.023953,-0.017029,0.390144,0.279595,-0.186904,0.069349,-0.130484,-0.338006,-0.336788,0.6106,-0.155719,0.010615,0.028734,-0.109769,0.12204,0.09767,0.022971,0.035145,0.834513,1.260685,0.30217,-0.056168,0.347229,0.031905,-0.310398,0.715503,-0.876919,0.321813,-0.075064
-0.0,0.059985,0.791829,0.026447,-0.033669,0.053114,0.99767,0.024599,-0.019899,0.38557,0.282452,-0.189093,0.070235,-0.135163,-0.34224,-0.332476,0.624467,-0.151069,0.007208,0.028515,-0.11138,0.123505,0.112452,0.035974,0.025431,0.842325,1.287921,0.30139,-0.081583,0.353272,0.034498,-0.313503,0.730441,-0.889021,0.316392,-0.078528
0.000765,0.060003,0.791611,0.027253,-0.033908,0.055093,0.997533,0.024405,-0.021928,0.381847,0.285785,-0.191394,0.070762,-0.144857,-0.347234,-0.326556,0.645144,-0.143207,0.003168,0.027857,-0.112594,0.125327,0.130108,0.044826,0.021824,0.845145,1.311349,0.300298,-0.09173,0.35772,0.041309,-0.32219,0.732159,-0.893807,0.309703,-0.086945
0.001465,0.059862,0.791326,0.027844,-0.033992,0.057,0.997407,0.023876,-0.023263,0.378329,0.288886,-0.193567,0.070639,-0.158229,-0.352825,-0.319932,0.671107,-0.132987,-0.000246,0.026917,-0.113613,0.127445,0.149575,0.047771,0.027866,0.843225,1.323275,0.298951,-0.09079,0.359395,0.049263,-0.331897,0.7256,-0.893802,0.30119,-0.09563
0.002123,0.059512,0.790901,0.028487,-0.034032,0.058906,0.997276,0.022598,-0.024071,0.37483,0.293452,-0.196634,0.069437,-0.174945,-0.358535,-0.311886,0.701919,-0.121607,-0.004276,0.025922,-0.114346,0.129816,0.168271,0.045902,0.040538,0.838981,1.324375,0.298793,-0.08666,0.358275,0.054835,-0.337808,0.715331,-0.895834,0.294464,-0.102232
0.002778,0.05899,0.790361,0.028918,-0.034131,0.060418,0.99717,0.021015,-0.02376,0.371833,0.299294,-0.200532,0.067479,-0.19389,-0.363903,-0.302689,0.735417,-0.108216,-0.011587,0.025118,-0.114843,0.132355,0.184476,0.042035,0.056519,0.836394,1.318419,0.298987,-0.084135,0.354456,0.057324,-0.337871,0.703124,-0.9015550000000001,0.286114,-0.104816
0.003455,0.05827,0.789752,0.028929,-0.034428,0.061454,0.997096,0.019677,-0.021908,0.369409,0.305864,-0.204729,0.065625,-0.214219,-0.366842,-0.29014,0.769687,-0.093308,-0.020547,0.024891,-0.114978,0.13501,0.197827,0.03776,0.071952,0.83525,1.310023,0.299357,-0.085365,0.347983,0.056527,-0.332526,0.691627,-0.910384,0.276986,-0.104877
0.004189,0.057323,0.78913,0.028481,-0.034831,0.062169,0.997051,0.018556,-0.018567,0.367313,0.312503,-0.208493,0.064633,-0.236164,-0.366327,-0.272182,0.804589,-0.076133,-0.026261,0.025414,-0.114562,0.137775,0.207472,0.036018,0.078477,0.835489,1.310273,0.297347,-0.088266,0.338741,0.054233,-0.32479,0.680059,-0.918131,0.267614,-0.102918
